|part_of_speech|word_de|word_pl_de|sentence_de|word_en|sentence_en
4039|der|der Brand||Der Brand zerstörte das gesamte Gebäude.|fire|The fire destroyed the entire building.
4040|verb|eindringen, dringt ein, drang ein, ist eingedrungen||Das Wasser drang in den Keller ein.|to enter, penetrate|The water penetrated the basement.
4041|die|die Erfüllung||Die Erfüllung des Traums war schwer.|fulfillment|The fulfillment of the dream was difficult.
4042|das|das Examen||Das Examen fordert volle Konzentration.|exam|The exam requires full concentration.
4043|der|der Kristall||Der Kristall funkelte im Sonnenlicht.|crystal|The crystal sparkled in the sunlight.
4044|adj|partiell||Die partielle Lösung reichte nicht aus.|partial|The partial solution wasn't enough.
4045|die|die Schale||Die Schale ist aus Ton gefertigt.|bowl|The bowl is made of clay.
4046|verb|scheißen, scheißt, schiss, hat geschissen||Der Hund hat im Garten gescheißt.|to shit, crap|The dog crapped in the garden.
4047|der|der Schiedsrichter||Der Schiedsrichter pfeift das Spiel ab.|referee, judge (in sports)|The referee blows the final whistle for the game.
4048|der|der Tanz||Der Tanz begann um Mitternacht.|dance|The dance began at midnight.
4049|verb|tippen, tippt, tippte, hat getippt||Er tippt den Text schnell ein.|to tap, type|He types the text quickly.
4050|das|das Universum||Das Universum ist unendlich groß.|universe|The universe is infinitely large.
4051|verb|vernetzen, vernetzt, vernetzte, hat vernetzt||Er vernetzte die Geräte für den Einsatz.|to link, network|He networked the devices for use.
4052|num|vierzehn||Vierzehn Bücher liegen auf dem Tisch.|fourteen|Fourteen books are on the table.
4053|verb|weitermachen, macht weiter, machte weiter, hat weitergemacht||Er macht mit der Arbeit weiter.|to carry on, continue|He continues with the work.
4054|verb|abhauen, haut ab, hieb ab, hat abgehauen||Er haut schnell aus der Stadt ab.|to take off, run away|He quickly takes off from the city.
4055|die|die Ablehnung||Die Ablehnung kam überraschend.|refusal, rejection|The rejection was unexpected.
4056|die|die Abwehr||Die Abwehr hielt dem Angriff stand.|defense|The defense withstood the attack.
4057|der|der Arsch||Er fällt auf den Arsch und lacht.|ass, behind|He falls on his ass and laughs.
4058|verb|auskennen, kennt aus, kannte aus, hat ausgekannt||Er kennt sich gut in der Stadt aus.|to know one’s way around, be well informed|He knows his way around the city well.
4059|die|die Globalisierung||Die Globalisierung schreitet voran.|globalization|Globalization is progressing.
4060|die|die Kampagne||Die Kampagne lief besser als erwartet.|campaign|The campaign went better than expected.
4061|verb|klauen, klaut, klaute, hat geklaut||Er klaute den Apfel vom Marktstand.|to steal, shoplift|He shoplifted the apple from the market stand.
4062|das|das Rathaus||Das Rathaus steht im Zentrum der Stadt.|town hall|The town hall is in the center of the city.
4063|adj|schwul||Er hat sich als schwul geoutet.|gay|He came out as gay.
4064|verb|ablenken, lenkt ab, lenkte ab, hat abgelenkt||Er lenkt ihn geschickt vom Thema ab.|to distract, deflect|He skillfully distracts him from the topic.
4065|adj|bemerkenswert||Das Ergebnis ist wirklich bemerkenswert.|remarkable|The result is truly remarkable.
4066|das|das Camp||Das Camp liegt tief im Wald verborgen.|camp|The camp is hidden deep in the forest.
4067|der|der Daumen||Der Daumen war stark verletzt.|thumb|The thumb was badly injured.
4068|adj|einseitig||Die Darstellung war sehr einseitig.|one-sided|The representation was very one-sided.
4069|verb|lauschen, lauscht, lauschte, hat gelauscht||Er lauscht dem leisen Geräusch.|to listen, eavesdrop|He listens to the quiet noise.
4070|verb|nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen||Ich kann deine Argumente nachvollziehen.|to understand, relate to sth|I can understand your arguments.
4071|das|Nordrhein-Westfalen||Nordrhein-Westfalen liegt im Westen.|North Rhine-Westphalia|North Rhine-Westphalia is in the west.
4072|der|der Verstand||Sein Verstand ist scharf wie ein Messer.|reason|His mind is sharp like a knife.
4073|prep|zugunsten||Er sprach zugunsten des Plans.|in favor of|He spoke in favor of the plan.
4074|verb|anmerken, merkt an, merkte an, hat angemerkt||Man konnte ihm nichts anmerken.|to remark, notice, let show|You couldn't tell anything from him.
4075|verb|bewähren (sich), bewährt, bewährte, hat bewährt||Das System hat sich gut bewährt.|to prove (oneself)|The system has proven itself well.
4076|adj|bundesweit||Die bundesweite Regelung trat in Kraft.|nationwide|The nationwide regulation took effect.
4077|verb|durchziehen, zieht durch, zog durch, hat durchgezogen||Er zieht sein Vorhaben konsequent durch.|to see sth through, follow through|He follows through with his plan consistently.
4078|verb|erholen (sich), erholt, erholte, hat erholt||Er erholte sich nach der Krankheit.|to recover, relax|He recovered after the illness.
4079|das|der Kohlenstoff||Kohlenstoff bildet starke Verbindungen.|carbon|Carbon forms strong bonds.
4080|die|die Quote||Die Quote für die Sendung stieg an.|rate, quota, ratio|The rating for the show increased.
4081|die|die Vorlage||Die Vorlage des Dokuments fehlt noch.|draft, model, submission|The submission of the document is still missing.
4082|das|das Vorzeichen||Das Vorzeichen kündigte das Unwetter an.|sign, omen|The sign foreshadowed the storm.
4083|der|der Zugriff||Der Zugriff erfolgte um Mitternacht.|access|The access occurred at midnight.
4084|adj|aromatisch||Der aromatische Duft erfüllte den Raum.|aromatic|The aromatic scent filled the room.
4085|der|der Grenzwert||Der Grenzwert wurde überschritten.|threshold, limit|The threshold was exceeded.
4086|die|die Großstadt||Die Großstadt pulsiert vor Leben.|large city, metropolis|The metropolis pulses with life.
4087|verb|hervorheben, hebt hervor, hob hervor, hat hervorgehoben||Er hebt die wichtigsten Punkte hervor.|to emphasize, stress|He emphasizes the most important points.
4088|das|das Lokal||Das Lokal serviert gute Gerichte.|pub, bar|The pub serves good dishes.
4089|die|die Mitternacht||Die Mitternacht war still und dunkel.|midnight|Midnight was quiet and dark.
4090|adj|thermisch||Die thermische Belastung war hoch.|thermal|The thermal load was high.
4091|verb|vermindern, vermindert, verminderte, hat vermindert||Er verminderte die Risiken bewusst.|to reduce, decrease|He consciously reduced the risks.
4092|adj|verwandt||Die verwandte Familie kam zu Besuch.|related|The related family came to visit.
4093|die|die Beschleunigung||Die Beschleunigung setzte abrupt ein.|acceleration|The acceleration set in abruptly.
4094|der|der Bundespräsident||Der Bundespräsident sprach im Fernsehen.|Federal President|The Federal President spoke on television.
4095|die|die Erfindung||Die Erfindung revolutionierte die Welt.|invention|The invention revolutionized the world.
4096|die|die Fliege||Die Fliege summt laut im Raum.|fly|The fly buzzes loudly in the room.
4097|das|das Immunsystem||Das Immunsystem wurde gestärkt.|immune system|The immune system was strengthened.
4098|verb|platzen, platzt, platzte, ist geplatzt||Der Ballon platzte laut im Raum.|to burst, split|The balloon burst loudly in the room.
4099|die|die Pressekonferenz||Die Pressekonferenz war gut besucht.|press conference|The press conference was well attended.
4100|verb|servieren, serviert, servierte, hat serviert||Der Kellner serviert das Essen.|to serve|The waiter serves the food.
4101|der|der Sessel||Der Sessel war bequem und weich.|armchair|The armchair was comfortable and soft.
4102|der|der Strahl||Der Strahl durchdrang die Dunkelheit.|ray, beam|The beam pierced through the darkness.
4103|die|die Anwesenheit||Die Anwesenheit des Chefs war spürbar.|presence|The presence of the boss was palpable.
4104|der|der Bube||Der Bube gewann das Kartenspiel.|boy|The boy won the card game.
4105|die|die Geldpolitik||Die Geldpolitik verändert sich.|financial policy|The financial policy is changing.
4106|adv|gewissermaßen||Er ist gewissermaßen ein Genie.|so to speak, as it were|He is, so to speak, a genius.
4107|der|der Ingenieur||Der Ingenieur entwirft die Brücke.|engineer|The engineer designs the bridge.
4108|das|das Manuskript||Das Manuskript wurde überarbeitet.|manuscript|The manuscript was revised.
4109|die|die Nacherfüllung||Die Nacherfüllung verlief reibungslos.|supplementary performance|The supplementary performance went smoothly.
4110|adj|sachlich||Die Diskussion blieb sachlich.|objective, matter-of-fact|The discussion remained objective.
4111|der|der Ausschuss||Der Ausschuss trifft eine Entscheidung.|committee|The committee makes a decision.
4112|der|der Mitgliedstaat||Jeder Mitgliedstaat hat eine Stimme.|member state|Each member state has one vote.
4113|die|die Spaltung||Die Spaltung der Gruppe ist sichtbar.|split, splitting|The split in the group is visible.
4114|das|das Antibiotikum||Das Antibiotikum wirkt schnell.|antibiotic|The antibiotic works quickly.
4115|verb|anweisen, weist an, wies an, hat angewiesen||Er wies die Mitarbeiter zur Vorsicht an.|to order to do, to instruct, to direct|He instructed the employees to be cautious.
4116|der|der Ausflug||Der Ausflug in die Berge war ein Erfolg.|excursion, trip|The trip to the mountains was a success.
4117|adj|außergewöhnlich||Außergewöhnliche Talente sind selten.|unusual, extraordinary|Extraordinary talents are rare.
4118|die|die Baustelle||Die Baustelle blockiert die Straße.|building site, construction site|The construction site blocks the road.
4119|der|der Index||Der Index der Aktien stieg stark an.|index|The stock index rose sharply.
4120|der|der Kasten||Der Kasten ist schwer zu tragen.|box, crate|The crate is hard to carry.
4121|adj|Kölner||Der Kölner Dom ist weltbekannt.|Cologne|The Cologne Cathedral is world-famous.
4122|der|der Pariser||Der Pariser Eiffelturm ist berühmt.|Parisian, condom|The Parisian Eiffel Tower is famous.
4123|verb|schimpfen, schimpft, schimpfte, hat geschimpft||Er schimpfte laut über den Lärm.|to scold, rant|He ranted loudly about the noise.
4124|die|die Sicherung||Die Sicherung der Daten hat Priorität.|protection, fuse|The protection of data has priority.
4125|die|die Steigung||Die Steigung fordert viel Kraft.|ascent, slope|The slope requires a lot of strength.
4126|verb|wegnehmen, nimmt weg, nahm weg, hat weggenommen||Sie nahm ihm das Spielzeug weg.|to take away|She took the toy away from him.
4127|pron|worum||Worum geht es in diesem Gespräch?|what about|What is this conversation about?
4128|der|der Balkon||Der Balkon bietet eine schöne Aussicht.|balcony|The balcony offers a beautiful view.
4129|adj|bar||Ich bezahle die Rechnung lieber bar.|cash|I prefer to pay the bill in cash.
4130|das|das Business||Im Business gibt es keine Freunde.|business|In business, there are no friends.
4131|das|das Duell||Das Duell endet unentschieden.|duel|The duel ends in a draw.
4132|verb|erfreuen, erfreut, erfreute, hat erfreut||Das Geschenk erfreute ihn sehr.|to please, delight|The gift delighted him greatly.
4133|verb|erschließen, erschließt, erschloss, hat erschlossen||Die Stadt erschließt neue Gebiete.|to develop, tap, make out|The city is developing new areas.
4134|das|das Gewehr||Das Gewehr wurde sorgfältig gereinigt.|rifle, shotgun|The rifle was carefully cleaned.
4135|das|das Mittelmeer||Das Mittelmeer ist ein Reiseziel.|Mediterranean See|The Mediterranean Sea is a travel destination.
4136|das|das Tuch||Er wischte den Tisch mit einem Tuch ab.|cloth, scarf|He wiped the table with a cloth.
4137|verb|vereinfachen, vereinfacht, vereinfachte, hat vereinfacht||Er vereinfachte den Text deutlich.|to simplify|He simplified the text significantly.
4138|die|die Wende||Die Wende brachte viele Veränderungen.|change (esp. the 1989–90 political change in the GDR)|The reunification brought many changes.
4139|die|die Agentur||Die Agentur sucht neue Talente.|agency|The agency is looking for new talents.
4140|das|das Bündnis||Das Bündnis stärkt die Position.|alliance|The alliance strengthens the position.
4141|adj|flüchtig||Er gibt ihr einen flüchtigen Kuss.|fugitive, cursory, fleeting|He gives her a fleeting kiss.
4142|die|die Geographie||Die Geographie der Region ist komplex.|geography|The geography of the region is complex.
4143|das|das Lebewesen||Das Lebewesen reagierte auf Geräusche.|living being|The living being reacted to sounds.
4144|der|der Ozean||Der Ozean war ruhig und friedlich.|ocean|The ocean was calm and peaceful.
4145|das|Pakistan||Pakistan liegt südlich von Afghanistan.|Pakistan|Pakistan is located south of Afghanistan.
4146|das|Rheinland-Pfalz||Rheinland-Pfalz ist ein Bundesland.|Rhineland-Palatinate|Rhineland-Palatinate is a federal state.
4147|der|der Sektor||Der Sektor wuchs schneller als erwartet.|sector|The sector grew faster than expected.
4148|adv|umsonst||Die ganze Arbeit war nicht umsonst.|for free, in vain|All the work was not in vain.
4149|adj|verdächtig||Sein Verhalten war verdächtig.|suspicious|His behavior was suspicious.
4150|adj|zuverlässig||Er ist ein zuverlässiger Partner.|reliable|He is a reliable partner.
4151|verb|abheben, hebt ab, hob ab, hat abgehoben||Das Flugzeug hob pünktlich ab.|to take off, withdraw|The plane took off on time.
4152|adj|alltäglich||Solche Probleme sind leider alltäglich.|daily, usual, ordinary|Such problems are unfortunately commonplace.
4153|verb|anbringen, bringt an, brachte an, hat angebracht||Er bringt das Regal an der Wand an.|to affix, attach, put up|He attaches the shelf to the wall.
4154|verb|entgehen, entgeht, entging, ist entgangen||Er entging nur knapp der Gefahr.|to avoid, escape|He narrowly escaped the danger.
4155|die|die Fortsetzung||Die Serie hat eine Fortsetzung.|continuation|The series has a continuation.
4156|adv|lauter||Er hat lauter Fehler im Diktat.|nothing but, just, a lot of|He made nothing but mistakes in the dictation.
4157|der|der Mediziner||Der Mediziner forschte intensiv.|doctor, physician|The physician conducted intensive research.
4158|der|der Tunnel||Der Tunnel ist lang und dunkel.|tunnel|The tunnel is long and dark.
4159|der|der Assistent||Der Assistent holte die Unterlagen.|assistant|The assistant fetched the documents.
4160|die|die Differenzierung||Die Differenzierung fällt schwer.|differentiation|Differentiation is difficult.
4161|adj|drastisch||Eine drastische Änderung war notwendig.|drastic|A drastic change was necessary.
