adashmoq[sound:adashmoq_1.mp3]                         |блуждать, заблудиться
shifoxona[sound:shifoxona_1.mp3]                       |больница, лечебница
shim[sound:shim_1.mp3]                                 |брюки
shimarmoq[sound:shimarmoq_1.mp3]                       |засучивать, загибать, завёртывать
shimmoq[sound:shimmoq_1.mp3]                           |1. всасывать, впитывать; 2. сосать
shimol[sound:shimol_1.mp3]                             |север
shimoliy[sound:shimoliy_1.mp3]                         |северный
ship[sound:ship_1.mp3]                                 |потолок
shippak[sound:shippak_1.mp3]                           |чувяки, тапочки
shirin[sound:shirin_1.mp3]                             |1. сладкий ; 2. вкусный
shivirlamoq[sound:shivirlamoq_1.mp3]                   |шептать, нашёптывать
shish[sound:shish_1.mp3]                               |опухоль, шишка
shisha[sound:shisha_1.mp3]                             |1. стекло; 2. стеклянный сосуд, флакон
shishirmoq[sound:shishirmoq_1.mp3]                     |надувать
shishmoq[sound:shishmoq_1.mp3]                         |пухнуть, опухать, распухать
shoda[sound:shoda_1.mp3]                               |связка
shodlik[sound:shodlik_1.mp3]                           |радость, веселье
shogird[sound:shogird_1.mp3]                           |ученик, подмастерье
shoir[sound:shoir_1.mp3]                               |поэт
shol[sound:shol_1.mp3]                                 |паралич
shoIgʻom[sound:shoIg‘om_1.mp3]                         |репа
shon-shuhrat[sound:shon-shuhrat_1.mp3]                 |слава
shovqin[sound:shovqin_1.mp3]                           |шум, крик
shox[sound:shox_1.mp3]                                 |1. ветка, ветвь; 2. рог, рога
shoshmoq[sound:shoshmoq_1.mp3]                         |торопиться, поторопиться, спешить, поспешить
shu[sound:shu_1.mp3]                                   |этот, эта, это
shudring[sound:shudring_1.mp3]                         |роса, утренняя роса
shunday[sound:shunday_1.mp3]                           |так, такой
shuncha[sound:shuncha_1.mp3]                           |сколько, столько, столь
shugʻullanmoq[sound:shug‘ullanmoq_1.mp3]               |заниматься
shuʼla[sound:shu’la_1.mp3]                             |1. луч, свет; 2. пламя
shoʻngʻimoq[sound:sho‘ng‘imoq_1.mp3]                   |окунуться, нырять
shoʻr[sound:sho‘r_1.mp3]                               |солёный, пересоленный
shoʻx[sound:sho‘x_1.mp3]                               |1. шаловливый, озорной; 2. живой, весёлый, резвый
chalmoq[sound:chalmoq_1.mp3]                           |"1. играть [на музыкальном инструменте], 2. давать подножку"
chalqancha(siga)[sound:chalqancha(siga)_1.mp3]         |на спине, вверх лицом, навзничь
chana[sound:chana_1.mp3]                               |сани, салазки
chandiq[sound:chandiq_1.mp3]                           |рубец, шрам
chanqamoq[sound:chanqamoq_1.mp3]                       |жаждать, хотеть пить
chanqov[sound:chanqov_1.mp3]                           |жажда
changʻi[sound:chang‘i_1.mp3]                           |лыжи
chap[sound:chap_1.mp3]                                 |левый
chapak[sound:chapak_1.mp3]                             |хлопанье в ладоши, рукоплескание, аплодисменты
chapaqay[sound:chapaqay_1.mp3]                         |левша
chaqaloq[sound:chaqaloq_1.mp3]                         |новорождённый, грудной ребёнок
chaqirmoq[sound:chaqirmoq_1.mp3]                       |1. звать, позвать; 2. приглашать, пригласить
chaqmoq[sound:chaqmoq_1.mp3]                           |1. колоть, раскалывать, грызть; 2. молния
chaqqon[sound:chaqqon_1.mp3]                           |ловкий, проворный, расторопный
charxlamoq[sound:charxlamoq_1.mp3]                     |точить, оттачивать
charchamoq[sound:charchamoq_1.mp3]                     |уставать, устать, утомляться, утомиться
chaynamoq[sound:chaynamoq_1.mp3]                       |жевать, разжёвывать
chayon[sound:chayon_1.mp3]                             |скорпион
chang[sound:chang_1.mp3]                               |пыль
changimoq[sound:changimoq_1.mp3]                       |пылиться, запылиться
chegara[sound:chegara_1.mp3]                           |граница
chekmoq[sound:chekmoq_1.mp3]                           |курить
chelak[sound:chelak_1.mp3]                             |ведро
chertmoq[sound:chertmoq_1.mp3]                         |щёлкать, щёлкнуть
chidamoq[sound:chidamoq_1.mp3]                         |терпеть, переносить, выдержать
chigirtka[sound:chigirtka_1.mp3]                       |саранча, кузнечик
chigit[sound:chigit_1.mp3]                             |семена хлопчатника
chiniqmoq[sound:chiniqmoq_1.mp3]                       |закаляться
chinni[sound:chinni_1.mp3]                             |фарфор, фарфоровая посуда
chinqirmoq[sound:chinqirmoq_1.mp3]                     |резко кричать, визжать, стонать
chiqmoq[sound:chiqmoq_1.mp3]                           |1. выходить, вый ти; 2. всходить, восходить; 3. взбираться, подниматься
chiranmoq[sound:chiranmoq_1.mp3]                       |1. тужиться, напрягаться; 2. бахвалиться, кичиться
chirillamoq[sound:chirillamoq_1.mp3]                   |чирикать
chiroq[sound:chiroq_1.mp3]                             |лампа, светильник
chiroyli[sound:chiroyli_1.mp3]                         |красивый, миловидный
chivin[sound:chivin_1.mp3]                             |комар
chiziq[sound:chiziq_1.mp3]                             |черта, линия
chizmoq[sound:chizmoq_1.mp3]                           |чертить
chizgʻich[sound:chizg‘ich_1.mp3]                       |линейка
chol[sound:chol_1.mp3]                                 |старик
chopmoq[sound:chopmoq_1.mp3]                           |1. бежать, бегать; 2. скакать; 3. рубить, зарубить, изрубить; окучивать
chorak[sound:chorak_1.mp3]                             |четверть, четвёртая часть
chorraha[sound:chorraha_1.mp3]                         |перекрёсток
chorshanba[sound:chorshanba_1.mp3]                     |среда
chovli[sound:chovli_1.mp3]                             |шумовка
choyshab[sound:choyshab_1.mp3]                         |простыня; покрывало
chumoli[sound:chumoli_1.mp3]                           |муравей
chumchuq[sound:chumchuq_1.mp3]                         |воробей
chuqur[sound:chuqur_1.mp3]                             |1. яма, впадина; 2. глубокий, глубоко
chuvalchang[sound:chuvalchang_1.mp3]                   |червяк
chuchvara[sound:chuchvara_1.mp3]                       |пельмени
choʻkmoq[sound:cho‘kmoq_1.mp3]                         |тонуть
choʻloq[sound:cho‘loq_1.mp3]                           |хромой
choʻloqlanmoq[sound:cho‘loqlanmoq_1.mp3]               |хромать, охрометь
cho'milmoq[sound:cho'milmoq_1.mp3]                     |купаться, мыться
