|word_deu|part_of_speech_deu|word_eng|sentence_deu|sentence_eng|sentence_lemmatized_deu
108053.0|das Urinal|noun|the urinal|Das Urinal war im Männerbad gefährlich schmutzig und unhygienisch.|The urinal was dangerously dirty and unhygienic in the men's room.|der;Urinal;sein;in;Männerbad;gefährlich;schmutzig;und;unhygienisch
108055.0|die Limonade|noun|the lemonade|Die selbstgemachte Limonade war bei der Gartenparty sehr beliebt.|The homemade lemonade was very popular at the garden party.|der;selbstgemacht;Limonade;sein;bei;der;Gartenparty;sehr;beliebt
108056.0|fettarm|adjective|low-fat|Das fettarme Joghurt ist eine gesunde Alternative für Snacks.|The low-fat yogurt is a healthy alternative for snacks.|der;fettarm;Joghurt;sein;ein;gesund;Alternative;für;Snack
108057.0|die Kondensmilch|noun|the condensed milk|Die Kondensmilch macht die Süßspeisen besonders cremig und köstlich.|The condensed milk makes the desserts especially creamy and delicious.|der;Kondensmilch;machen;der;Süßspeise;besonders;cremig;und;köstlich
108062.0|glasfaserverstärkt|adjective|fiber-reinforced|Das glasfaserverstärkte Material ist besonders langlebig und robust.|The fiber-reinforced material is particularly durable and robust.|der;glasfaserverstärkt;Material;sein;besonders;langlebig;und;robust
108064.0|der Bauschaum|noun|the construction foam|Der Bauschaum wurde verwendet, um Ritzen und Lücken zu füllen.|The construction foam was used to fill cracks and gaps.|der;Bauschaum;werden;verwenden;um;Ritze;und;Lücke;zu;füllen
108111.0|pullern|verb|to pee|Die Kinder müssen draußen pullern, da keine Toilette verfügbar ist.|The children need to pee outside since no toilet is available.|der;Kind;müssen;draußen;pullern;da;kein;Toilette;verfügbar;sein
108364.0|der Geniestreich|noun|the stroke of genius|Sein Geniestreich bei der Erfindung machte ihn berühmt und angesehen.|His stroke of genius in the invention made him famous and respected.|sein;Geniestreich;bei;der;Erfindung;machen;ihn;berühmt;und;angesehen
108395.0|beruhigen|verb|to calm|Die Mutter versuchte, das weinende Kind zu beruhigen und zu trösten.|The mother tried to calm the crying child and comfort him.|der;Mutter;versuchen;der;weinend;Kind;zu;beruhigen;und;zu;trösten
108413.0|das Ave|noun|the Ave|Das Ave wird oft als Gruß in der religiösen Gemeinschaft verwendet.|The Ave is often used as a greeting in the religious community.|der;Ave;werden;oft;als;Gruß;in;der;religiös;Gemeinschaft;verwenden
108602.0|der Zunder|noun|the tinder|Der Zunder brannte schnell, als wir das Feuer im Kamin entzündeten.|The tinder caught fire quickly as we lit the fire in the fireplace.|der;Zunder;brannen;schnell;als;wir;der;Feuer;in;Kamin;entzünden
108765.0|die Salve|noun|the salvo|Die Salve wurde zu Ehren der gefallenen Soldaten abgefeuert.|The salvo was fired in honor of the fallen soldiers.|der;Salve;werden;zu;Ehre;der;gefallen;Soldat;abfeuern
108766.0|löchern|verb|to perforate|Kannst du das Papier löchern, um es in den Ordner zu heften?|Can you perforate the paper to put it in the binder?|Kannst;du;der;Papier;löchern;um;es;in;der;Ordner;zu;heften
108772.0|der Sohnemann|noun|the son|Der Sohnemann half seinem Vater im Garten und war froh darüber.|The son helped his father in the garden and was happy about it.|der;Sohnemann;helfen;sein;Vater;in;Garten;und;sein;froh;darüber
108779.0|mutig|adjective|brave|Der mutige Feuerwehrmann rettete das Kind aus dem brennenden Gebäude.|The brave firefighter rescued the child from the burning building.|der;mutig;Feuerwehrmann;retten;der;Kind;aus;der;brennend;Gebäude
108808.0|das Gebein|noun|the bone|Das Gebein lag in der Erde begraben, seit Jahrhunderten verborgen.|The bone lay buried in the earth, hidden for centuries.|der;Gebein;liegen;in;der;Erde;begraben;seit;Jahrhundert;verbergen
109262.0|nachsteigen|verb|to follow|Die Spürhunde werden den flüchtigen Täter mit Instinkt nachsteigen.|The tracking dogs will follow the fugitive by instinct.|der;Spürhund;werden;der;flüchtig;Täter;mit;Instinkt;nachsteigen
109318.0|meilenweit|adverb|miles away|Der Supermarkt ist meilenweit von hier entfernt, das ist unpraktisch.|The supermarket is miles away from here, that is impractical.|der;Supermarkt;sein;meilenweit;von;hier;entfernt;der;sein;unpraktisch
109522.0|gebrauchen|verb|to use|Du kannst meine Werkzeuge gerne gebrauchen, wenn du möchtest.|You can use my tools if you like.|du;kannst;mein;Werkzeug;gerne;gebrauchen;wenn;du;möchteen
109537.0|die Fee|noun|the fairy|Die Fee im Märchen spendete den Protagonisten einen letzten Wunsch.|The fairy in the fairy tale granted the protagonist a final wish.|der;Fee;in;Märchen;spendeen;der;Protagonist;ein;letzter;Wunsch
109560.0|das Kartoffelpüree|noun|the mashed potatoes|Das Kartoffelpüree ist cremig und passt perfekt zu jeder Hauptspeise.|The mashed potatoes are creamy and perfectly complement any main dish.|der;Kartoffelpüree;sein;cremig;und;passen;perfekt;zu;jeder;Hauptspeise
109736.0|das Haupt|noun|the head|Er hält meistens das Haupt hoch, um selbstbewusst aufzutreten.|He usually keeps his head up high to appear confident.|er;hochhalten;meistens;der;Haupt;hoch;um;selbstbewusst;auftreten
109751.0|verwirrend|adjective|confusing|Die verwirrende Anleitung ließ viele Fragen bei den Nutzern offen.|The confusing instructions left many questions unanswered for the users.|der;verwirrend;Anleitung;offenlassen;vieler;Frage;bei;der;Nutzer;offen
109775.0|Höchstform|noun|top form|Der Sportler zeigte eine Höchstform beim Wettkampf und gewann.|The athlete showed top form in the competition and won.|der;Sportler;zeigen;ein;Höchstform;bei;Wettkampf;und;gewinnen
109824.0|durchgehen|verb|to pass through|Wir müssen den Tunnel durchgehen, um auf die andere Seite zu gelangen.|We need to pass through the tunnel to get to the other side.|wir;müssen;der;Tunnel;durchgehen;um;auf;der;anderer;Seite;zu;gelangen
110066.0|die Praktik|noun|the internship|Die Praktik gab mir viele wertvolle Einblicke in die Arbeitswelt.|The internship provided me with many valuable insights into the working world.|der;Praktik;geben;mir;vieler;wertvoll;Einblick;in;der;Arbeitswelt
110158.0|Stunk|noun|fuss|Der Stunk um die fehlenden Laptops war nicht länger tragbar.|The fuss about the missing laptops was no longer bearable.|der;Stunk;um;der;fehlend;Laptop;sein;nicht;lang;tragbar
110550.0|beschwören|verb|to invoke|Er versuchte, die alten Geister zu beschwören, um Wissen zu erlangen.|He tried to invoke the ancient spirits to gain knowledge.|er;versuchen;der;alt;Geist;zu;beschwören;um;Wissen;zu;erlangen
110556.0|sogleich|adverb|immediately|Sie stand sogleich auf, als sie den Alarm hörte und rannte hinaus.|She got up immediately when she heard the alarm and ran outside.|sie;aufstehen;sogleich;auf;als;sie;der;Alarm;hören;und;hinausrannen;hinaus
110576.0|das Erbarmen|noun|the mercy|Das Erbarmen, das sie all den Bedürftigen zeigten, war bewundernswert.|The mercy they showed to all the needy was admirable.|der;Erbarmen;der;sie;all;der;Bedürftigen;zeigen;sein;bewundernswert
110955.0|die Ekstase|noun|the ecstasy|In der Ekstase tanzten die Menschen bis zum Morgengrauen weiter.|In ecstasy, the people danced on until dawn.|in;der;Ekstase;weitertanzen;der;Mensch;bis;zu;Morgengrauen;weiter
111070.0|kultiviert|adjective|cultivated|Der kultivierte Gesprächspartner wusste, wie man debattiert.|The cultivated conversation partner knew how to debate.|der;kultiviert;Gesprächspartner;wusste;wie;man;debattieren
111240.0|immerfort|adverb|forever|Die Natur wird immerfort ihren eigenen Kreislauf beibehalten.|Nature will forever maintain its own cycle.|der;Natur;werden;immerfort;ihr;eigen;Kreislauf;beibehalten
111325.0|die Schwinge|noun|the wing|Die Schwinge des Flugzeugs breitete sich majestätisch beim Start aus.|The wing of the airplane spread majestically during takeoff.|der;Schwinge;der;Flugzeug;ausbreiten;sich;majestätisch;bei;Start;aus
111443.0|der Waffenknecht|noun|the man-at-arms|Der Waffenknecht war bereit, sein Königreich mit Mut zu verteidigen.|The man-at-arms was ready to defend his kingdom with courage.|der;Waffenknecht;sein;bereit;sein;Königreich;mit;Mut;zu;verteidigen
111507.0|verschlucken|verb|to swallow|Er wollte den Bissen nicht zu schnell verschlucken und kaute langsam.|He didn't want to swallow the bite too quickly and chewed slowly.|er;wollen;der;Bissen;nicht;zu;schnell;verschlucken;und;kauen;langsam
111509.0|derb|adjective|rough|Das derbe Wetter verlangte den Arbeitern viel Kraft und Ausdauer ab.|The rough weather demanded much strength and endurance from the workers.|der;derb;Wetter;abverlangen;der;Arbeiter;viel;Kraft;und;Ausdauer;ab
111511.0|schweißtreibend|adjective|sweat-inducing|Das schweißtreibende Workout stellte ihre Fitness auf die Probe.|The sweat-inducing workout tested her fitness.|der;schweißtreibend;Workout;stellen;ihr;Fitness;auf;der;Probe
111520.0|die Glut|noun|the embers|Die Glut des Lagers feuerte die warmen Lichter in der Nacht.|The embers of the campfire fed the warm lights in the night.|der;Glut;der;Lager;feuern;der;warm;Licht;in;der;Nacht
111532.0|der Graben|noun|the trench|Der Graben wurde tief genug ausgehoben, um Regenwasser abzuführen.|The trench was dug deep enough to drain rainwater.|der;Graben;werden;tief;genug;ausgehoben;um;Regenwasser;abführen
111537.0|die Scheu|noun|the shyness|Die Scheu, die er verspürte, hinderte ihn daran, neues zu wagen.|The shyness he felt held him back from trying something new.|der;Scheu;der;er;verspüren;hindern;ihn;daran;neuer;zu;wagen
111580.0|das Übel|noun|the evil|Das Übel in der Stadt wurde durch den neuen Gesetzesentwurf bekämpft.|The evil in the city was combated by the new legislative proposal.|der;Übel;in;der;Stadt;werden;durch;der;neu;Gesetzesentwurf;bekämpfen
111627.0|die Schar|noun|the flock|Die Schar der Vögel zieht im Winter gen Süden und erhellt den Himmel.|The flock of birds migrates south in winter, brightening the sky.|der;Schar;der;Vogel;ziehen;in;Winter;gen;Süden;und;erhellen;der;Himmel
111627.001|das Schar|noun|the brood|Das Schar der Küken folgte der Mutter auf Schritt und Tritt.|The brood of chicks followed the mother step by step.|der;Schar;der;Küken;folgen;der;Mutter;auf;Schritt;und;Tritt
111635.0|ausmerzen|verb|to eliminate|Der Verein möchte schlechte Gewohnheiten ausmerzen und fördern.|The club wants to eliminate bad habits and promote healthy ones.|der;Verein;möchten;schlecht;Gewohnheit;ausmerzen;und;fördern
111784.0|allzeit|adverb|always|Die allzeit gültigen Prinzipien leiten mich in schwierigen Zeiten.|The always valid principles guide me in difficult times.|der;allzeit;gültig;Prinzip;leiten;mich;in;schwierig;Zeit
111842.0|notorisch|adjective|notorious|Der notorisch unordentliche Klassiker war in seiner Klasse berüchtigt.|The notorious messy classic was infamous in his class.|der;notorisch;unordentlich;Klassiker;sein;in;sein;Klasse;berüchtigt
111920.0|das Amphetamin|noun|the amphetamine|Das Amphetamin wurde im Labor als leistungssteigernd getestet.|The amphetamine was tested in the lab as a performance enhancer.|der;Amphetamin;werden;in;Labor;als;leistungssteigernd;testen
111925.0|der Mittelstand|noun|the middle class|Der Mittelstand trägt maßgeblich zur Stabilität der Wirtschaft bei.|The middle class significantly contributes to the stability of the economy.|der;Mittelstand;beitragen;maßgeblich;zu;Stabilität;der;Wirtschaft;bei
112004.0|genehmigen|verb|to approve|Die Stadtverwaltung wird das neue Bauprojekt schnell genehmigen.|The city administration will quickly approve the new construction project.|der;Stadtverwaltung;werden;der;neu;Bauprojekt;schnell;genehmigen
112072.0|Wilde|noun|the wild|Die Wilde des Waldes fasziniert viele Naturliebhaber und Abenteurer.|The wild of the forest fascinates many nature lovers and adventurers.|der;Wilde;der;Wald;faszinieren;vieler;Naturliebhaber;und;Abenteurer
112088.0|verkörpern|verb|to embody|Die Schauspielerin wird die Hauptfigur voller Leidenschaft verkörpern.|The actress will passionately embody the main character.|der;Schauspielerin;werden;der;Hauptfigur;voll;Leidenschaft;verkörpern
112371.0|verbeugen|verb|to bow|Die Schauspieler verbeugen sich zum Applaus am Ende der Vorstellung.|The actors bow to the applause at the end of the performance.|der;Schauspieler;verbeugen;sich;zu;Applaus;an;Ende;der;Vorstellung
112523.0|Überzeugungstäter|noun|the fanatic|Der Überzeugungstäter gibt alles für seine Ideale und Glaubenssätze.|The fanatic gives everything for his ideals and beliefs.|der;Überzeugungstäter;geben;alle;für;sein;Ideal;und;Glaubenssatz
112642.0|stopfen|verb|to stuff|Er begann, die Tasche mit Souvenirs zu stopfen, nachdem er zurückkam.|He started to stuff the bag with souvenirs after he returned.|er;beginnen;der;Tasche;mit;Souvenir;zu;stopfen;nachdem;er;zurückkommen
112703.0|das Rubbellos|noun|the scratch card|Das Rubbellos versprach einen großen Gewinn, wenn man richtig kratzt.|The scratch card promised a big prize if scratched correctly.|der;Rubbellos;versprechen;ein;groß;Gewinn;wenn;man;richtig;kratzen
112713.0|der Mast|noun|the mast|Der hohe Mast des Segelbootes war gut sichtbar aus der Ferne.|The tall mast of the sailboat was clearly visible from afar.|der;hoch;Mast;der;Segelboot;sein;gut;sichtbar;aus;der;Ferne
112713.001|die Mast|noun|the mast|Die Mast des Schiffes ragte hoch in den klaren Himmel empor.|The mast of the ship rose high into the clear sky.|der;Mast;der;Schiff;emporragen;hoch;in;der;klar;Himmel;empor
112786.0|die Menschenmenge|noun|the crowd|Die Menschenmenge jubelte begeistert dem Musiker zu, der auftrat.|The crowd cheered enthusiastically for the musician who performed.|der;Menschenmenge;zujubeln;begeistert;der;Musiker;zu;der;auftreten
112792.0|die Fährte|noun|the trail|Die Fährte im Schnee führte uns zu einem versteckten Wildtier.|The trail in the snow led us to a hidden wildlife.|der;Fährte;in;Schnee;führen;uns;zu;ein;versteckt;Wildtier
112806.0|der Lustgewinn|noun|the pleasure|Der Lustgewinn des Lesens eines guten Buches ist unvergleichlich.|The pleasure of reading a good book is unparalleled.|der;Lustgewinn;der;Lesens;ein;gut;Buch;sein;unvergleichlich
112868.0|wildern|verb|to poach|Die Jäger versuchen oft, illegal in geschützten Gebieten zu wildern.|The hunters often try to poach illegally in protected areas.|der;Jäger;versuchen;oft;illegal;in;geschützt;Gebiet;zu;wildern
113001.0|die Reue|noun|the remorse|Die Reue über die getroffene Entscheidung kam erst nach vielen Jahren.|The remorse over the decision made only came many years later.|der;Reue;über;der;getroffen;Entscheidung;kommen;erst;nach;vieler;Jahr
113090.0|hinaufbegleiten|verb|to accompany up|Der Vater wurde gebeten, seinen Sohn hinaufbegleiten zur Bühne.|The father was asked to accompany his son up to the stage.|der;Vater;werden;bitten;sein;Sohn;hinaufbegleiten;zu;Bühne
113093.0|das Himmelbett|noun|the four-poster bed|Das Himmelbett im Schlafzimmer verleiht einen nostalgischen Charme.|The four-poster bed in the bedroom adds a nostalgic charm.|der;Himmelbett;in;Schlafzimmer;verleihen;ein;nostalgisch;Charme
113142.0|wägen|verb|to weigh|Die Fachleute werden die Vor- und Nachteile sorgfältig wägen.|The specialists will weigh the pros and cons carefully.|der;Fachleute;werden;der;Vor-;und;Nachteil;sorgfältig;wägen
113296.0|brunchen|verb|to brunch|Sonntags brunchen wir immer in unserem Lieblingscafé in der Stadt.|On Sundays, we always brunch at our favorite café in town.|Sonntags;brunchen;wir;immer;in;unser;Lieblingscafé;in;der;Stadt
113302.0|entfliehen|verb|to escape|Die Protagonistin plant, der tristen Realität zu entfliehen.|The protagonist plans to escape the dreary reality.|der;Protagonistin;planen;der;trist;Realität;zu;entfliehen
113315.0|der Eunuche|noun|the eunuch|Der Eunuche wurde für seine Loyalität zur Königin geschätzt.|The eunuch was valued for his loyalty to the queen.|der;Eunuche;werden;für;sein;Loyalität;zu;Königin;schätzen
113397.0|der Kitsch|noun|the kitsch|Der Kitsch in der Kunstmesse verrückte viele Besucher, die schauten.|The kitsch at the art fair bewildered many visitors who looked around.|der;Kitsch;in;der;Kunstmesse;verrücken;vieler;Besucher;der;schauen
