|word|part_of_speech|lemma|lemma_correct|is_lemma
121318|tes|Pronomen|tes|tes|False
121319|yeux|Substantiv|les yeux|les yeux|False
121322|commence|Verb|commencer|commencer|False
121324|rire|Verb|rire|rire|False
121399|Bestäubungsfrage|Substantiv|die Bestäubungsfrage|die Bestäubungsfrage|False
121400|schern|Verb|schern|schern|False
121546|neuеs|Adjektiv|neues|neues|False
121704|VHS-Kasette|Substantiv|die VHS-Kasette|die VHS-Kasette|False
121714|45|Numeral|45|45|False
121727|rausstrecken|Verb|rausstrecken|rausstrecken|False
122050|abеrwerdn|Verb|aberwerden|aberwerden|False
122090|allei-ei-ein|Adjektiv|allei-ei-ein|allei-ei-ein|False
122308|Autotune|Substantiv|das Autotune|das Autotune|False
122311|Birthday|Substantiv|das Birthday|das Birthday|False
122341|Grastüte|Substantiv|die Grastüte|die Grastüte|False
122343|Suck|Verb|sucken|sucken|False
122348|stagen|Verb|stagen|stagen|False
122364|Hiphopde|Substantiv|das Hiphopde|das Hiphopde|False
122368|Aria|Substantiv|die Aria|die Aria|False
122395|Bogy|Substantiv|Bogy|Bogy|False
122533|Mumblesänger|Substantiv|der Mumblesänger|der Mumblesänger|False
122553|Shindy|Substantiv|Shindy|Shindy|False
122563|Ziegenficken|Verb|ziegenficken|ziegenficken|False
122568|Shroom|Substantiv|der Shroom|der Shroom|False
122595|McFitty|Substantiv|McFitty|McFitty|False
122605|überbroke|Verb|überbroke|überbroke|False
122609|freestyled|Verb|freestylend|freestylend|False
122612|Schülerklo|Substantiv|das Schülerklo|das Schülerklo|False
122623|Süderhof|Substantiv|der Süderhof|der Süderhof|False
122629|Methdealersound|Substantiv|der Methdealersound|der Methdealersound|False
122635|Ex-Spielerfrau|Substantiv|die Ex-Spielerfrau|die Ex-Spielerfrau|False
122758|Hasselhoff|Substantiv|Hasselhoff|Hasselhoff|False
122760|Megan|Substantiv|Megan|Megan|False
122772|sechster|Adjektiv|sechster|sechster|False
122778|Macintosh|Substantiv|der Macintosh|der Macintosh|False
122844|geducken|Verb|geducken|geducken|False
122894|Join|Substantiv|der Join|der Join|False
122897|outer|Adjektiv|äußeren|äußeren|False
122980|schwankend|Adjektiv|schwankend|schwankend|False
122989|mangelnd|Adjektiv|mangelnd|mangelnd|False
123049|outterspace|Substantiv|das Outterspace|das Outterspace|False
123095|reposte|Verb|reposten|reposten|False
123101|Saharastaub|Substantiv|der Saharastaub|der Saharastaub|False
123172|Netflix|Substantiv|Netflix|Netflix|False
123280|Refrainlässt|Verb|refrainlassen|refrainlassen|False
123551|Nach-vorher|Substantiv|das Nach-vorher|das Nach-vorher|False
123590|voranlebn|Verb|voranleben|voranleben|False
123622|Abendster|Substantiv|der Abendster|der Abendster|False
123685|IntroPre-Chorus|Substantiv|das IntroPre-Chorus|das IntroPre-Chorus|False
123736|Lendenkropf|Substantiv|der Lendenkropf|der Lendenkropf|False
123740|überland|Adjektiv|überland|überland|False
123783|G-spot|Substantiv|der G-spot|der G-spot|False
123791|Pounding|Verb|pounden|pounden|False
123794|fourstroke|Substantiv|das Fourstroke|das Fourstroke|False
123802|G-point|Substantiv|der G-point|der G-point|False
123820|Verse|Substantiv|der Verse|der Verse|False
123855|Kund|Substantiv|der Kund|der Kund|False
123903|Fourstroke|Substantiv|das Fourstroke|das Fourstroke|False
123904|Cycle|Substantiv|der Cycle|der Cycle|False
123942|veins|Substantiv|die Veins|die Veins|False
123971|cells|Substantiv|die Zellen|die Zellen|False
123978|tears|Substantiv|die Tränen|die Tränen|False
123982|Doesnt|Verb|doesn't|doesn't|False
123983|Matter|Verb|matter|matter|False
124043|Fähren|Substantiv|die Fähren|die Fähren|False
124057|rumlegn|Verb|rumlegen|rumlegen|False
124061|Rieme|Substantiv|der Rieme|der Rieme|False
124430|Bööööööse|Adjektiv|bööööööse|bööööööse|False
124434|böööööös|Adjektiv|böööööös|böööööös|False
124493|Böööööös|Adjektiv|böööööös|böööööös|False
124512|Weihnachtskalender|Substantiv|der Weihnachtskalender|der Weihnachtskalender|False
124525|rumknistern|Verb|rumknistern|rumknistern|False
124544|Fingernägel|Substantiv|die Fingernägel|die Fingernägel|False
124573|zuhen|Verb|zuhen|zuhen|False
124620|bööööööse|Adjektiv|bööööööse|bööööööse|False
124624|Leuchtend|Adjektiv|leuchtend|leuchtend|False
124637|Katjuscha|Substantiv|die Katjuscha|die Katjuscha|False
124642|Uferwand|Substantiv|die Uferwand|die Uferwand|False
124721|blicksen|Verb|blicksen|blicksen|False
124755|Superkraft|Substantiv|die Superkraft|die Superkraft|False
124800|Heldenmaske|Substantiv|die Heldenmaske|die Heldenmaske|False
124867|wiedermal|Adverb|wiedermal|wiedermal|False
124889|Scheißmoral|Substantiv|die Scheißmoral|die Scheißmoral|False
124895|Knasterbart-Signal|Substantiv|das Knasterbart-Signal|das Knasterbart-Signal|False
124906|degeneriert|Adjektiv|degeneriert|degeneriert|False
124911|Superknasterbart|Substantiv|der Superknasterbart|der Superknasterbart|False
124926|Heldenideal|Substantiv|das Heldenideal|das Heldenideal|False
124938|Trinkmoral|Substantiv|die Trinkmoral|die Trinkmoral|False
124992|Lepra-Kolonie|Substantiv|die Lepra-Kolonie|die Lepra-Kolonie|False
124997|Beach-Volleyballteam|Substantiv|das Beach-Volleyballteam|das Beach-Volleyballteam|False
124999|Frauenknast|Substantiv|der Frauenknast|der Frauenknast|False
125059|Röntgen-Tunnelblick|Substantiv|der Röntgen-Tunnelblick|der Röntgen-Tunnelblick|False
125066|Kamptrinksport|Substantiv|der Kamptrinksport|der Kamptrinksport|False
125075|Säurestrahle|Substantiv|der Säurestrahl|der Säurestrahl|False
125082|Superhotze|Substantiv|die Superhotze|die Superhotze|False
125104|Kupper|Substantiv|der Kupper|der Kupper|False
125142|Fünf-Promille-Liga|Substantiv|die Fünf-Promille-Liga|die Fünf-Promille-Liga|False
125201|Humbatätärä|Substantiv|das Humbatätärä|das Humbatätärä|False
125283|Narrenschiff|Substantiv|das Narrenschiff|das Narrenschiff|False
125293|Wetterleuchte|Substantiv|die Wetterleuchte|die Wetterleuchte|False
125313|vorbeifischen|Verb|vorbeifischen|vorbeifischen|False
125315|scharfgezahnt|Adjektiv|scharfgezahnt|scharfgezahnt|False
125341|Bordellkönig|Substantiv|der Bordellkönig|der Bordellkönig|False
125342|Spielautomatenbaron|Substantiv|der Spielautomatenbaron|der Spielautomatenbaron|False
125351|rumdrücken|Verb|rumdrücken|rumdrücken|False
125370|Steuerdieb|Substantiv|der Steuerdieb|der Steuerdieb|False
125469|Gekauft|Adjektiv|gekauft|gekauft|False
125573|gezinkt|Adjektiv|gezinkt|gezinkt|False
125621|Lemminge|Substantiv|die Lemminge|die Lemminge|False
125639|verschwieren|Verb|verschwieren|verschwieren|False
125728|Kurf|Substantiv|der Kurf|der Kurf|False
125843|Sümpfen|Substantiv|die Sümpfe|die Sümpfe|False
125845|betörend|Adjektiv|betörend|betörend|False
125919|bewegtlegen|Verb|bewegtlegen|bewegtlegen|False
125973|Rada|Substantiv|die Rada|die Rada|False
125974|rada|Substantiv|rada|rada|False
125975|radadada|Substantiv|radadada|radadada|False
126228|allernächster|Adjektiv|allernächste|allernächste|False
126304|Radadada|Substantiv|Radadada|Radadada|False
126381|Japbab|Substantiv|der Japbab|der Japbab|False
126430|Kräuter|Substantiv|die Kräuter|die Kräuter|False
126431|farmen|Verb|farmen|farmen|False
126432|raiden|Verb|raiden|raiden|False
126440|Framerate|Substantiv|die Framerate|die Framerate|False
126473|Fantasy-Spiel|Substantiv|das Fantasy-Spiel|das Fantasy-Spiel|False
126738|Luftschiffharpunier|Substantiv|der Luftschiffharpunier|der Luftschiffharpunier|False
126742|Harpunistenturm|Substantiv|der Harpunistenturm|der Harpunistenturm|False
126779|Wolkentier|Substantiv|das Wolkentier|das Wolkentier|False
126799|Wolkenmeer|Substantiv|das Wolkenmeer|das Wolkenmeer|False
126874|Fummelfip|Substantiv|der Fummelfip|der Fummelfip|False
126996|Enen|Substantiv|Enen|Enen|False
127049|Weibe|Substantiv|das Weibe|das Weibe|False
127310|ausgebrannt|Adjektiv|ausgebrannt|ausgebrannt|False
127338|Depressive|Substantiv|der Depressive|der Depressive|False
127405|Bärenkot|Substantiv|der Bärenkot|der Bärenkot|False
127422|anschnurren|Verb|anschnurren|anschnurren|False
127506|Alejandro|Substantiv|Alejandro|Alejandro|False
127532|kiloschwer|Adjektiv|kiloschwer|kiloschwer|False
127566|Bärenmörder|Substantiv|der Bärenmörder|der Bärenmörder|False
127571|Bumwisch|Substantiv|der Bumwisch|der Bumwisch|False
127599|Bärenhass|Substantiv|der Bärenhass|der Bärenhass|False
127643|Hauptstadtsymbol|Substantiv|das Hauptstadtsymbol|das Hauptstadtsymbol|False
127678|11|Numeral|11|11|False
127709|Parkbankbrett|Substantiv|das Parkbankbrett|das Parkbankbrett|False
127716|12|Numeral|12|12|False
127766|Babadababadababa|Substantiv|Babadababadababa|Babadababadababa|False
127768|13|Numeral|13|13|False
127797|Spechte|Substantiv|die Spechte|die Spechte|False
127814|runterhängen|Verb|runterhängen|runterhängen|False
127845|Refrainde|Substantiv|das Refrainde|das Refrainde|False
127875|Durchkämmn|Verb|durchkämmn|durchkämmn|False
128046|Bierzeps|Substantiv|die Bierzeps|die Bierzeps|False
128050|schnapsgeschwellt|Adjektiv|schnapsgeschwollen|schnapsgeschwollen|False
128051|Trinkerbrust|Substantiv|die Trinkerbrust|die Trinkerbrust|False
128063|Bierzep|Substantiv|der Bierzep|der Bierzep|False
128068|Trinkerdurst|Substantiv|der Trinkerdurst|der Trinkerdurst|False
128074|Honigweinhinter|Substantiv|der Honigweinhinter|der Honigweinhinter|False
128080|Versagerverein|Substantiv|der Versagerverein|der Versagerverein|False
128098|entbrannte|Verb|entbrannen|entbrannen|False
128124|Sporttrinker|Substantiv|der Sporttrinker|der Sporttrinker|False
128127|Trinksportverein|Substantiv|der Trinksportverein|der Trinksportverein|False
128166|Schnapesversiert|Adjektiv|schnapversiert|schnapversiert|False
128182|trinkIntervall|Substantiv|das Trinkintervall|das Trinkintervall|False
128200|Suffide|Substantiv|die Suffide|die Suffide|False
128204|Sportdichter|Substantiv|der Sportdichter|der Sportdichter|False
128207|Dichtsportverein|Substantiv|der Dichtsportverein|der Dichtsportverein|False
128244|Sportlichter|Substantiv|die Sportlichter|die Sportlichter|False
128247|Lichtausverein|Substantiv|der Lichtausverein|der Lichtausverein|False
128319|A-Moll|Substantiv|das A-Moll|das A-Moll|False
128358|A-moll|Substantiv|das A-Moll|das A-Moll|False
128370|Lieblingsgriff|Substantiv|der Lieblingsgriff|der Lieblingsgriff|False
128470|lieblingsgriff|Substantiv|der Lieblingsgriff|der Lieblingsgriff|False
128475|zaren|Verb|zaren|zaren|False
128591|A-molly|Substantiv|das A-Molly|das A-Molly|False
128671|Bamboleo|Substantiv|Bamboleo|Bamboleo|False
128672|bambolea|Substantiv|Bambolea|Bambolea|False
128675|stairway|Substantiv|die Stairway|die Stairway|False
128677|heaven|Substantiv|der Heaven|der Heaven|False
128682|Roxette|Substantiv|Roxette|Roxette|False
128696|Eingebohrenen|Substantiv|die Eingebohrenen|die Eingebohrenen|False
128717|Nkte|Substantiv|Nkte|Nkte|False
128727|ommmmmmmm|Interjektion|ommmmmmmm|ommmmmmmm|False
128755|Brandtwein|Substantiv|der Brandtwein|der Brandtwein|False
128824|Mengert|Substantiv|der Mengert|der Mengert|False
128841|wooo|Interjektion|wooo|wooo|False
128862|schwarzangeln|Verb|schwarzangeln|schwarzangeln|False
128931|schiss|Verb|schissen|schissen|False
128958|Dachböden|Substantiv|die Dachböden|die Dachböden|False
128966|Lagerfeuerklampfe|Substantiv|die Lagerfeuerklampfe|die Lagerfeuerklampfe|False
129021|Tätowiert|Adjektiv|tätowiert|tätowiert|False
129048|Gita-Shop|Substantiv|der Gita-Shop|der Gita-Shop|False
129050|Wanderklampfe|Substantiv|die Wanderklampfe|die Wanderklampfe|False
129082|verraucht|Adjektiv|verraucht|verraucht|False
129116|2030|Numeral|2030|2030|False
129201|Oohoohohohohoooohooho|Interjektion|Oohoohohohohoooohooho|Oohoohohohohoooohooho|False
129202|HEY|Interjektion|HEY|HEY|False
129203|ohhhohohoohohohoho|Interjektion|ohhhohohoohohohoho|ohhhohohoohohohoho|False
129245|unschenieren|Verb|unschneidern|unschneidern|False
129351|mhmhmhm|Interjektion|mhmhmhm|mhmhmhm|False
129355|vermummt|Adjektiv|vermummt|vermummt|False
129443|Ungetümen|Substantiv|die Ungetümen|die Ungetümen|False
129450|Hasenkostümen|Substantiv|die Hasenkostümen|die Hasenkostümen|False
129454|Has|Substantiv|der Has|der Has|False
129464|Westernbüschel|Substantiv|der Westernbüschel|der Westernbüschel|False
129488|Ole|Substantiv|Ole|Ole|False
129491|Oleoleola|Substantiv|Oleoleola|Oleoleola|False
129492|Haßenscheiße|Substantiv|die Haßenscheiße|die Haßenscheiße|False
129503|Hasenscheiß|Substantiv|der Hasenscheiß|der Hasenscheiß|False
129733|II|Numeral|II|II|False
129806|III|Numeral|III|III|False
129890|Pre-Refrain|Substantiv|der Pre-Refrain|der Pre-Refrain|False
130084|durchgedreht|Adjektiv|durchgedreht|durchgedreht|False
130148|Genius-Deutschland-Community|Substantiv|die Genius-Deutschland-Community|die Genius-Deutschland-Community|False
130166|durcheinanderbrüllen|Verb|durcheinanderbrüllen|durcheinanderbrüllen|False
130412|weiterschalten|Verb|weiterschalten|weiterschalten|False
130425|Pussy-Scheiß|Substantiv|der Pussy-Scheiß|der Pussy-Scheiß|False
130431|gegrillt|Adjektiv|gegrillt|gegrillt|False
130479|Augen-Roll-On|Substantiv|der Augen-Roll-On|der Augen-Roll-On|False
130491|Welcome|Interjektion|welcome|welcome|False
130494|doom|Substantiv|der Doom|der Doom|False
130501|In-Dusch-Bodylotion|Substantiv|die In-Dusch-Bodylotion|die In-Dusch-Bodylotion|False
130503|Nivea|Substantiv|Nivea|Nivea|False
130515|Balea|Substantiv|Balea|Balea|False
130903|Klunkerklause|Substantiv|die Klunkerklause|die Klunkerklause|False
130943|unzivilisieren|Verb|unzivilisieren|unzivilisieren|False
130988|Nackenschelle|Substantiv|die Nackenschelle|die Nackenschelle|False
130999|umbox|Verb|umboxen|umboxen|False
131032|Wett|Substantiv|der Wett|der Wett|False
131041|Gossentraum|Substantiv|der Gossentraum|der Gossentraum|False
131050|gesüfft|Adjektiv|gesüfft|gesüfft|False
131128|Paule|Substantiv|Paule|Paule|False
131129|einhaun|Verb|einhaun|einhaun|False
131143|Britt|Substantiv|Britt|Britt|False
131156|jaulend|Adjektiv|jaulend|jaulend|False
131665|Oberwesterwald|Substantiv|der Oberwesterwald|der Oberwesterwald|False
131669|ro-ro-rollend|Adjektiv|ro-ro-rollend|ro-ro-rollend|False
131827|Baggypant|Substantiv|die Baggypant|die Baggypant|False
131851|Doppelripp|Substantiv|der Doppelripp|der Doppelripp|False
131854|Joop|Substantiv|Joop|Joop|False
131865|Kleinstadtboy|Substantiv|der Kleinstadtboy|der Kleinstadtboy|False
131973|Rockerboss|Substantiv|der Rockerboss|der Rockerboss|False
132133|verbirgen|Verb|verbirgen|verbirgen|False
132310|Swiss|Substantiv|Swiss|Swiss|False
132398|kmh|Abkürzung|kmh|kmh|False
132416|Schanzenpark|Substantiv|der Schanzenpark|der Schanzenpark|False
132418|Alsenplatz|Substantiv|der Alsenplatz|der Alsenplatz|False
132422|Schanzenbude|Substantiv|die Schanzenbude|die Schanzenbude|False
132450|Spießerwelt|Substantiv|die Spießerwelt|die Spießerwelt|False
132578|Dosenspezi|Substantiv|die Dosenspezi|die Dosenspezi|False
132598|Koma-Haze|Substantiv|der Koma-Haze|der Koma-Haze|False
132611|Bicycle|Substantiv|das Bicycle|das Bicycle|False
132638|Massenstaat|Substantiv|der Massenstaat|der Massenstaat|False
132644|Flickset|Substantiv|das Flickset|das Flickset|False
132650|Pisstests|Substantiv|die Pisstests|die Pisstests|False
132665|Frontreifen|Substantiv|der Frontreifen|der Frontreifen|False
132764|Ullrich|Substantiv|Ullrich|Ullrich|False
132857|Klingglöckchen|Substantiv|das Klingglöckchen|das Klingglöckchen|False
132858|klingelingeling|Interjektion|klingelingeling|klingelingeling|False
132871|Stöcke|Substantiv|die Stöcke|die Stöcke|False
132965|Trauerfeierlied|Substantiv|das Trauerfeierlied|das Trauerfeierlied|False
132977|Elton|Substantiv|Elton|Elton|False
132980|Hafensänger|Substantiv|der Hafensänger|der Hafensänger|False
132990|Todesfeier|Substantiv|die Todesfeier|die Todesfeier|False
133016|prasselnd|Adjektiv|prasselnd|prasselnd|False
133039|kraftbepackt|Adjektiv|kraftbepackt|kraftbepackt|False
133053|Bestattungskasse|Substantiv|die Bestattungskasse|die Bestattungskasse|False
133282|fleckenfrei|Adjektiv|fleckenfrei|fleckenfrei|False
133332|losbudenmäßig|Adjektiv|losbudenmäßig|losbudenmäßig|False
133333|eyy|Interjektion|eyy|eyy|False
133412|Gesangssample|Substantiv|das Gesangssample|das Gesangssample|False
133413|TanimullI|Substantiv|TanimullI|TanimullI|False
133415|hci|Abkürzung|hci|hci|False
133416|nib|Abkürzung|nib|nib|False
133417|Hcilniehcsrhaw|Abkürzung|Hcilniehcsrhaw|Hcilniehcsrhaw|False
133418|noitalupinaM|Abkürzung|noitalupinaM|noitalupinaM|False
133419|elanoitomE|Abkürzung|elanoitomE|elanoitomE|False
133494|Fin|Substantiv|das Fin|das Fin|False
133570|mitschrien|Verb|mitschreien|mitschreien|False
133756|Act|Substantiv|der Act|der Act|False
133856|Interlude|Substantiv|das Interlude|das Interlude|False
133920|Strassenbande|Substantiv|die Strassenbande|die Strassenbande|False
133921|666|Numeral|666|666|False
133937|Slayer|Substantiv|Slayer|Slayer|False
133966|Freddy|Substantiv|Freddy|Freddy|False
133993|eingeschissen|Verb|einschissen|einschissen|False
134055|Gucci-Shirt|Substantiv|das Gucci-Shirt|das Gucci-Shirt|False
134083|Fakeaccount|Substantiv|das Fakeaccount|das Fakeaccount|False
134133|unsren|Pronomen|unsren|unsren|False
134166|bester|Adjektiv|bester|bester|False
134200|Notenmaterial|Substantiv|das Notenmaterial|das Notenmaterial|False
134205|Opuszahl|Substantiv|die Opuszahl|die Opuszahl|False
134241|verstaun|Verb|verstaunen|verstaunen|False
134317|righty-right|Adjektiv|righty-right|righty-right|False
134347|Gold-Card-Member|Substantiv|das Gold-Card-Member|das Gold-Card-Member|False
134354|Erfolgs-plazenta|Substantiv|die Erfolgs-plazenta|die Erfolgs-plazenta|False
134361|Dollar-Cent|Substantiv|der Dollar-Cent|der Dollar-Cent|False
134362|Bruh|Interjektion|bruh|bruh|False
134369|kеine|Pronomen|keine|keine|False
134395|cold|Adjektiv|cold|cold|False
134397|ice|Substantiv|das Ice|das Ice|False
134426|Hiiih|Interjektion|hiiih|hiiih|False
134452|Hintertüre|Substantiv|die Hintertüre|die Hintertüre|False
134456|rausrutschen|Verb|rausrutschen|rausrutschen|False
134480|Geschenk-Kot|Substantiv|der Geschenk-Kot|der Geschenk-Kot|False
134484|bro|Substantiv|der Bro|der Bro|False
134530|Wärst|Verb|wären|wären|False
134646|Firmenbetrieb|Substantiv|der Firmenbetrieb|der Firmenbetrieb|False
134783|hinfleigen|Verb|hinfleigen|hinfleigen|False
134795|Lammellengardine|Substantiv|die Lammellengardine|die Lammellengardine|False
134812|Kämpfer-Trupp|Substantiv|der Kämpfer-Trupp|der Kämpfer-Trupp|False
134817|Peng-Peng|Interjektion|peng-peng|peng-peng|False
134858|Tae-Bo-Fittnesclip|Substantiv|der Tae-Bo-Fitnessclip|der Tae-Bo-Fitnessclip|False
134870|Businesstrip|Substantiv|der Businesstrip|der Businesstrip|False
134900|Schnäpse|Substantiv|die Schnäpse|die Schnäpse|False
134954|Filtertip|Substantiv|der Filtertip|der Filtertip|False
134957|Exen|Substantiv|die Exen|die Exen|False
134967|Pooltisch|Substantiv|der Pooltisch|der Pooltisch|False
135002|Ris|Substantiv|der Ris|der Ris|False
135062|hintätowieren|Verb|hintätowieren|hintätowieren|False
135091|Irgendn|Pronomen|irgendn|irgendn|False
