|word|part_of_speech|lemma
120057|Quälen|Verb|quälen
120086|gebissen|Verb|beißen
120126|Kleinen|Adjektiv|klein
120226|Sitzplatznummer|Substantiv|die Sitzplatznummer
120235|Klagereihe|Substantiv|die Klagereihe
120281|Spricht|Verb|sprechen
120343|große|Adjektiv|groß
120365|Streck|Verb|strecken
120371|kleine|Adjektiv|klein
120528|Autogramme|Substantiv|die Autogramme
120624|trainiert|Verb|trainieren
120638|sportgeweiht|Adjektiv|sportgeweiht
120697|ausgeschlagen|Verb|ausschlagen
120706|Verrecken|Verb|verrecken
120707|Mehrfach|Adjektiv|mehrfach
120712|Literweise|Adjektiv|literweise
120771|Lungen|Substantiv|die Lunge
120783|Dicken|Substantiv|die Dicke
120819|Fremdhormon|Substantiv|das Fremdhormon
120842|Geplatzte|Adjektiv|geplatzt
120857|Dünnes|Adjektiv|dünn
120992|Hält|Verb|halten
121038|herSchiebt|Verb|hershieben
121083|herTreiben|Verb|hertreiben
121103|Aurélie|Substantiv|Aurélie
121136|fräß|Verb|fressen
121180|erwartest|Verb|erwarten
121200|hinterherschauen|Verb|hinterherschauen
121213|pfeifst|Verb|pfeifen
121252|Gründlichste|Adjektiv|gründlich
121253|berochen|Verb|beroch
121299|détendes|Verb|détendre
121302|fais|Verb|faire
121303|trop|Adjektiv|trop
121305|soucis|Substantiv|les soucis
121309|Tadorent|Verb|tadorer
121310|mais|Konjunktion|mais
121311|toi|Pronomen|toi
121315|vois|Verb|voir
121317|Ouvre|Verb|ouvrir
121318|tes|Pronomen|tes
121319|yeux|Substantiv|les yeux
121322|commence|Verb|commencer
121324|rire|Verb|rire
121380|vermehrn|Verb|vermehren
121392|grienn|Verb|grienen
121399|Bestäubungsfrage|Substantiv|die Bestäubungsfrage
121400|schern|Verb|schern
121437|erwartestn|Verb|erwarten
121488|gemolken|Verb|melken
121520|Andern|Verb|ändern
121540|sein|Verb|sein
121546|neues|Adjektiv|neu
121578|bewahre|Verb|bewahren
121588|umschau|Verb|umschauen
121698|Neu|Adjektiv|neu
121704|VHS-Kasette|Substantiv|die VHS-Kasette
121714|45|Numeral|45
121722|lächeln|Verb|lächeln
121727|rausstrecken|Verb|rausstrecken
121789|nachdenken|Verb|nachdenken
122002|rauskommen|Verb|rauskommen
122049|Sterben|Verb|sterben
122050|aberwerden|Verb|aberwerden
122053|aber|Konjunktion|aber
122068|Solang|Adverb|solang
122090|allei-ei-ein|Adjektiv|allei-ei-ein
122308|Autotune|Substantiv|das Autotune
122311|Birthday|Substantiv|das Birthday
122324|aufnehmen|Verb|aufnehmen
122341|Grastüte|Substantiv|die Grastüte
122342|kiffen|Verb|kiffen
122343|Suck|Verb|sucken
122348|stagen|Verb|stagen
122352|Dick|Adjektiv|dick
122358|sovieler|Adjektiv|soviel
122364|Hiphopde|Substantiv|das Hiphopde
122368|Aria|Substantiv|die Aria
122395|Bogy|Substantiv|Bogy
122499|smoke|Verb|smoken
122533|Mumblesänger|Substantiv|der Mumblesänger
122553|Shindy|Substantiv|Shindy
122563|Ziegenficken|Verb|ziegenficken
122568|Shroom|Substantiv|der Shroom
122595|McFitty|Substantiv|McFitty
122605|überbroke|Verb|überbroke
122609|freestyled|Verb|freestylend
122612|Schülerklo|Substantiv|das Schülerklo
122616|rich|Adjektiv|reich
122623|Süderhof|Substantiv|der Süderhof
122628|White|Adjektiv|weiß
122629|Methdealersound|Substantiv|der Methdealersound
122632|Vertrau|Verb|vertrauen
122635|Ex-Spielerfrau|Substantiv|die Ex-Spielerfrau
122758|Hasselhoff|Substantiv|Hasselhoff
122760|Megan|Substantiv|Megan
122772|sechster|Adjektiv|sechster
122778|Macintosh|Substantiv|der Macintosh
122808|rausgeh|Verb|rausgehen
122830|rennsen|Verb|rennen
122844|geducken|Verb|geducken
122862|einlegen|Verb|einlegen
122890|better|Adjektiv|besser
122894|Join|Substantiv|der Join
122897|outer|Adjektiv|äußeren
122911|Quer|Adjektiv|quer
122949|ausmachen|Verb|ausmachen
122980|schwankend|Adjektiv|schwankend
122989|mangelnd|Adjektiv|mangelnd
123049|outterspace|Substantiv|das Outterspace
123095|reposte|Verb|reposten
123101|Saharastaub|Substantiv|der Saharastaub
123110|ertrinken|Verb|ertrinken
123172|Netflix|Substantiv|Netflix
123280|Refrainlässt|Verb|refrainlassen
123375|Zähr|Adjektiv|zäh
123483|Entfalte|Verb|entfalten
123551|Nach-vorher|Substantiv|das Nach-vorher
123574|schlag|Verb|schlagen
123584|Pures|Adjektiv|pur
123590|voranleben|Verb|voranleben
123622|Abendster|Substantiv|der Abendster
123685|IntroPre-Chorus|Substantiv|das IntroPre-Chorus
123736|Lendenkropf|Substantiv|der Lendenkropf
123740|überland|Adjektiv|überland
123750|Sangen|Verb|singen
123783|G-spot|Substantiv|der G-spot
123787|soon|Adverb|bald
123791|Pounding|Verb|pounden
123794|fourstroke|Substantiv|das Fourstroke
123802|G-point|Substantiv|der G-point
123806|nothing|Pronomen|nichts
123807|left|Adjektiv|übrig
123810|Banging|Verb|bangen
123820|Verse|Substantiv|der Verse
123855|Kund|Substantiv|der Kund
123903|Fourstroke|Substantiv|das Fourstroke
123904|Cycle|Substantiv|der Cycle
123942|veins|Substantiv|die Veins
123944|bleeding|Verb|bluten
123947|blood|Substantiv|das Blut
123951|heart|Substantiv|das Herz
123952|above|Adjektiv|ober
123954|Near|Adjektiv|nahe
123971|cells|Substantiv|die Zellen
123972|inside|Adjektiv|innen
123978|tears|Substantiv|die Tränen
123980|gave|Verb|geben
123981|away|Adverb|weg
123982|Doesnt|Verb|doesn't
123983|Matter|Verb|matter
123988|stay|Verb|bleiben
123996|Inside|Adjektiv|innen
124010|Above|Adjektiv|oben
124043|Fähren|Substantiv|die Fähren
124048|lehn|Verb|lehnen
124057|rumlegen|Verb|rumlegen
124061|Rieme|Substantiv|der Rieme
124063|Verstehen|Verb|verstehen
124071|atmeen|Verb|atmen
124129|Bäumst|Verb|baumeln
124418|gelogen|Verb|lügen
124428|Bösen|Adjektiv|böse
124430|Bööööööse|Adjektiv|bööööööse
124434|böööööös|Adjektiv|böööööös
124468|essen|Verb|essen
124479|Kartoffel|Substantiv|die Kartoffel
124493|Böööööös|Adjektiv|böööööös
124512|Weihnachtskalender|Substantiv|der Weihnachtskalender
124525|rumknistern|Verb|rumknistern
124544|Fingernägel|Substantiv|die Fingernägel
124573|zuhen|Verb|zuhen
124620|bööööööse|Adjektiv|bööööööse
124624|Leuchtend|Adjektiv|leuchtend
124637|Katjuscha|Substantiv|die Katjuscha
124642|Uferwand|Substantiv|die Uferwand
124721|blicksen|Verb|blicksen
124755|Superkraft|Substantiv|die Superkraft
124797|anlegen|Verb|anlegen
124800|Heldenmaske|Substantiv|die Heldenmaske
124803|werden|Verb|werden
124805|überedel|Verb|überedeln
124806|Rächer|Substantiv|der Rächer
124834|beglücken|Verb|beglücken
124860|austrinken|Verb|austrinken
124867|wiedermal|Adverb|wiedermal
124889|Scheißmoral|Substantiv|die Scheißmoral
124895|Knasterbart-Signal|Substantiv|das Knasterbart-Signal
124905|geistig|Adjektiv|geistig
124906|degeneriert|Adjektiv|degeneriert
124911|Superknasterbart|Substantiv|der Superknasterbart
124926|Heldenideal|Substantiv|das Heldenideal
124938|Trinkmoral|Substantiv|die Trinkmoral
124992|Lepra-Kolonie|Substantiv|die Lepra-Kolonie
124997|Beach-Volleyballteam|Substantiv|das Beach-Volleyballteam
124999|Frauenknast|Substantiv|der Frauenknast
125059|Röntgen-Tunnelblick|Substantiv|der Röntgen-Tunnelblick
125066|Kamptrinksport|Substantiv|der Kamptrinksport
125075|Säurestrahlen|Substantiv|die Säurestrahlen
125082|Superhotze|Substantiv|die Superhotze
125102|verwandeln|Verb|verwandeln
125104|Kupper|Substantiv|der Kupper
125111|erkennen|Verb|erkennen
125117|Zwo|Pronomen|zwei
125142|Fünf-Promille-Liga|Substantiv|die Fünf-Promille-Liga
125180|Keifen|Verb|keifen
125186|Mahlen|Verb|mahlen
125194|Stampfen|Verb|stampfen
125201|Humbatätärä|Substantiv|das Humbatätärä
125283|Narrenschiff|Substantiv|das Narrenschiff
125284|Volle|Adjektiv|voll
125293|Wetterleuchte|Substantiv|die Wetterleuchte
125313|vorbeifischen|Verb|vorbeifischen
125315|scharfgezahnt|Adjektiv|scharfgezahnt
125321|Trocknen|Verb|trocknen
125341|Bordellkönig|Substantiv|der Bordellkönig
125342|Spielautomatenbaron|Substantiv|der Spielautomatenbaron
125350|Dunklen|Adjektiv|dunkel
125351|rumdrücken|Verb|rumdrücken
125370|Steuerdieb|Substantiv|der Steuerdieb
125429|gross|Adjektiv|groß
125436|Streiten|Verb|streiten
125437|Mutieren|Verb|mutieren
125463|wilde|Adjektiv|wild
125469|Gekauft|Adjektiv|gekauft
125573|gezinkt|Adjektiv|gezinkt
125592|dealt|Verb|dealen
125621|Lemminge|Substantiv|die Lemminge
125639|verschwieren|Verb|verschwieren
125728|Kurf|Substantiv|der Kurf
125769|schlafen|Verb|schlafen
125843|Sümpfen|Substantiv|die Sümpfe
125845|betörend|Adjektiv|betörend
125919|bewegtlegen|Verb|bewegtlegen
125973|Rada|Substantiv|die Rada
125974|rada|Substantiv|rada
125975|radadada|Substantiv|radadada
126051|Fährt|Verb|fahren
126134|vorbeifahren|Verb|vorbeifahren
126226|rausfahren|Verb|rausfahren
126228|allernächster|Adjektiv|allernächste
126242|irgendwelcher|Adjektiv|irgendwelch
126304|Radadada|Substantiv|Radadada
126381|Japbab|Substantiv|der Japbab
126426|Dreizimmer|Adjektiv|drei
126430|Kräuter|Substantiv|die Kräuter
126431|farmen|Verb|farmen
126432|raiden|Verb|raiden
126440|Framerate|Substantiv|die Framerate
126473|Fantasy-Spiel|Substantiv|das Fantasy-Spiel
126506|Zocken|Verb|zocken
126549|Beide|Pronomen|beide
126670|Funktionieren|Verb|funktionieren
126738|Luftschiffharpunier|Substantiv|der Luftschiffharpunier
126742|Harpunistenturm|Substantiv|der Harpunistenturm
126779|Wolkentier|Substantiv|das Wolkentier
126799|Wolkenmeer|Substantiv|das Wolkenmeer
126874|Fummelfip|Substantiv|der Fummelfip
126876|haltet|Verb|halten
126951|Bekamen|Verb|bekommen
126996|Enen|Substantiv|Enen
127049|Weibe|Substantiv|das Weibe
127238|mehrerer|Adjektiv|mehrere
127240|Ließ|Verb|lassen
127273|Das|Artikel|das
127283|Blieb|Verb|bleiben
127310|ausgebrannt|Adjektiv|ausgebrannt
127323|Rühren|Verb|rühren
127338|Depressive|Substantiv|der Depressive
127374|rumHängen|Verb|rumhängen
127386|Kümmern|Verb|kümmern
127405|Bärenkot|Substantiv|der Bärenkot
127422|anschnurren|Verb|anschnurren
127506|Alejandro|Substantiv|Alejandro
127532|kiloschwer|Adjektiv|kiloschwer
127566|Bärenmörder|Substantiv|der Bärenmörder
127567|Verpiss|Verb|verpissen
127571|Bumwisch|Substantiv|der Bumwisch
127599|Bärenhass|Substantiv|der Bärenhass
127621|Riesengroße|Adjektiv|riesengroß
127643|Hauptstadtsymbol|Substantiv|das Hauptstadtsymbol
127678|11|Numeral|11
127709|Parkbankbrett|Substantiv|das Parkbankbrett
127716|12|Numeral|12
127751|rasieren|Verb|rasieren
127766|Babadababadababa|Substantiv|Babadababadababa
127768|13|Numeral|13
127790|Müsse|Verb|müssen
127797|Spechte|Substantiv|die Spechte
127798|Hauen|Verb|hauen
127814|runterhängen|Verb|runterhängen
127845|Refrainde|Substantiv|das Refrainde
127875|Durchkämmn|Verb|durchkämmn
128019|senken|Verb|senken
128046|Bierzeps|Substantiv|die Bierzeps
128050|schnapsgeschwellt|Adjektiv|schnapsgeschwollen
128051|Trinkerbrust|Substantiv|die Trinkerbrust
128063|Bierzep|Substantiv|der Bierzep
128068|Trinkerdurst|Substantiv|der Trinkerdurst
128074|Honigweinhinter|Substantiv|der Honigweinhinter
128080|Versagerverein|Substantiv|der Versagerverein
128098|entbrannte|Verb|entbrannen
128124|Sporttrinker|Substantiv|der Sporttrinker
128127|Trinksportverein|Substantiv|der Trinksportverein
128166|Schnapesversiert|Adjektiv|schnapversiert
128182|trinkIntervall|Substantiv|das Trinkintervall
128200|Suffide|Substantiv|die Suffide
128204|Sportdichter|Substantiv|der Sportdichter
128207|Dichtsportverein|Substantiv|der Dichtsportverein
128244|Sportlichter|Substantiv|die Sportlichter
128247|Lichtausverein|Substantiv|der Lichtausverein
128303|Loben|Verb|loben
128319|A-Moll|Substantiv|das A-Moll
128323|aufbäumn|Verb|aufbäumen
128358|A-moll|Substantiv|das A-Moll
128370|Lieblingsgriff|Substantiv|der Lieblingsgriff
128375|Volksnah|Adjektiv|volksnah
128419|abgefrägt|Verb|abfragen
128470|lieblingsgriff|Substantiv|der Lieblingsgriff
128475|zaren|Verb|zaren
128570|olli|Substantiv|Olli
128591|A-molly|Substantiv|das A-Molly
128602|verrückn|Adjektiv|verrückt
128630|Täglich|Adjektiv|täglich
128671|Bamboleo|Substantiv|Bamboleo
128672|bambolea|Substantiv|Bambolea
128675|stairway|Substantiv|die Stairway
128677|heaven|Substantiv|der Heaven
128682|Roxette|Substantiv|Roxette
128696|Eingebohrenen|Substantiv|die Eingebohrenen
128717|Nkte|Substantiv|Nkte
128722|akkord|Substantiv|der Akkord
128727|ommmmmmmm|Interjektion|ommmmmmmm
128737|häuptling|Substantiv|der Häuptling
128755|Brandtwein|Substantiv|der Brandtwein
128817|verhöre|Verb|verhören
128824|Mengert|Substantiv|der Mengert
128841|wooo|Interjektion|wooo
128862|schwarzangeln|Verb|schwarzangeln
128902|reichts|Verb|reichen
128913|krümeltee|Substantiv|der Krümeltee
128931|schiss|Verb|schissen
128958|Dachböden|Substantiv|die Dachböden
128966|Lagerfeuerklampfe|Substantiv|die Lagerfeuerklampfe
128978|griffen|Verb|greifen
129012|verzichteen|Verb|verzichten
129021|Tätowiert|Adjektiv|tätowiert
129048|Gita-Shop|Substantiv|der Gita-Shop
129050|Wanderklampfe|Substantiv|die Wanderklampfe
129071|Taverne-|Substantiv|die Taverne
129076|Gedudel-|Substantiv|das Gedudel
129082|verraucht|Adjektiv|verraucht
129116|2030|Numeral|2030
129135|angehn|Verb|angehen
129165|folgender|Adjektiv|folgend
129201|Oohoohohohohoooohooho|Interjektion|Oohoohohohohoooohooho
129202|HEY|Interjektion|HEY
129203|ohhhohohoohohohoho|Interjektion|ohhhohohoohohohoho
129206|-Mist-|Substantiv|der Mist
129245|unschenieren|Verb|unschneidern
129324|Fieberhaft|Adjektiv|fieberhaft
129351|mhmhmhm|Interjektion|mhmhmhm
129355|vermummt|Adjektiv|vermummt
129443|Ungetümen|Substantiv|die Ungetümen
129450|Hasenkostümen|Substantiv|die Hasenkostümen
129454|Has|Substantiv|der Has
129455|Blieben|Verb|bleiben
129464|Westernbüschel|Substantiv|der Westernbüschel
129488|Ole|Substantiv|Ole
129491|Oleoleola|Substantiv|Oleoleola
129492|Haßenscheiße|Substantiv|die Haßenscheiße
129503|Hasenscheiß|Substantiv|der Hasenscheiß
129508|Berauben|Verb|berauben
129697|Habens|Verb|haben
129702|Träumen|Verb|träumen
129733|II|Numeral|II
129797|Fühln|Verb|fühlen
129806|III|Numeral|III
129836|Editieren|Verb|editieren
129856|Sieh|Verb|sehen
129863|Hellen|Verb|hellen
129890|Pre-Refrain|Substantiv|der Pre-Refrain
129995|beissen|Verb|beißen
129997|Wusste|Verb|wissen
130084|durchgedreht|Adjektiv|durchgedreht
130139|Stirb|Verb|sterben
130143|Stiiiiiiiirb|Verb|sterben
130148|Genius-Deutschland-Community|Substantiv|die Genius-Deutschland-Community
130166|durcheinanderbrüllen|Verb|durcheinanderbrüllen
130179|Sagst|Verb|sagen
130190|Schweigens|Verb|schweigen
130191|Verzaubern|Verb|verzaubern
130244|Zieht|Verb|ziehen
130253|Majestätisch|Adjektiv|majestätisch
130362|bessres|Adjektiv|besser
130405|Gucken|Verb|gucken
130412|weiterschalten|Verb|weiterschalten
130425|Pussy-Scheiß|Substantiv|der Pussy-Scheiß
130431|gegrillt|Adjektiv|gegrillt
130456|Minutenlang|Adjektiv|minutenlang
130475|fängts|Verb|fangen
130477|Vorne|Adverb|vorne
130479|Augen-Roll-On|Substantiv|der Augen-Roll-On
130482|Fein|Adjektiv|fein
130491|Welcome|Interjektion|welcome
130494|doom|Substantiv|der Doom
130501|In-Dusch-Bodylotion|Substantiv|die In-Dusch-Bodylotion
130503|Nivea|Substantiv|Nivea
130515|Balea|Substantiv|Balea
130682|gelacht|Verb|lachen
130703|Durch|Präposition|durch
130903|Klunkerklause|Substantiv|die Klunkerklause
130938|sitten|Verb|sitzen
130943|unzivilisieren|Verb|unzivilisieren
130988|Nackenschelle|Substantiv|die Nackenschelle
130999|umbox|Verb|umboxen
131003|wehtu|Verb|wehtun
131017|zurückschlagn|Verb|zurückschlagen
131032|Wett|Substantiv|der Wett
131033|angenomm|Verb|annehmen
131041|Gossentraum|Substantiv|der Gossentraum
131050|gesüfft|Adjektiv|gesüfft
131128|Paule|Substantiv|Paule
131129|einhaun|Verb|einhaun
131143|Britt|Substantiv|Britt
131156|jaulend|Adjektiv|jaulend
131423|zumach|Verb|zumachen
131472|abSchneidet|Verb|abschneiden
131506|abSchneiden|Verb|abschneiden
131665|Oberwesterwald|Substantiv|der Oberwesterwald
131669|ro-ro-rollend|Adjektiv|ro-ro-rollend
131679|Мach|Verb|machen
131827|Baggypant|Substantiv|die Baggypant
131851|Doppelripp|Substantiv|der Doppelripp
131854|Joop|Substantiv|Joop
131865|Kleinstadtboy|Substantiv|der Kleinstadtboy
131893|dreh|Verb|drehen
131935|schwule|Adjektiv|schwul
131973|Rockerboss|Substantiv|der Rockerboss
132133|verbirgen|Verb|verbirgen
132310|Swiss|Substantiv|Swiss
132317|rauchn|Verb|rauchen
132395|roll|Verb|rollen
132398|kmh|Abkürzung|kmh
132404|nick|Verb|nicken
132412|Dreh|Substantiv|der Dreh
132416|Schanzenpark|Substantiv|der Schanzenpark
132418|Alsenplatz|Substantiv|der Alsenplatz
132422|Schanzenbude|Substantiv|die Schanzenbude
132450|Spießerwelt|Substantiv|die Spießerwelt
132477|kneif|Verb|kneifen
132578|Dosenspezi|Substantiv|die Dosenspezi
132597|Giftiges|Adjektiv|giftig
132598|Koma-Haze|Substantiv|der Koma-Haze
132611|Bicycle|Substantiv|das Bicycle
132634|ratteren|Verb|rattern
132638|Massenstaat|Substantiv|der Massenstaat
132644|Flickset|Substantiv|das Flickset
132650|Pisstests|Substantiv|die Pisstests
132652|France|Substantiv|Frankreich
132665|Frontreifen|Substantiv|der Frontreifen
132727|kipp|Verb|kippen
132764|Ullrich|Substantiv|Ullrich
132857|Klingglöckchen|Substantiv|das Klingglöckchen
132858|klingelingeling|Interjektion|klingelingeling
132871|Stöcke|Substantiv|die Stöcke
132965|Trauerfeierlied|Substantiv|das Trauerfeierlied
132977|Elton|Substantiv|Elton
132980|Hafensänger|Substantiv|der Hafensänger
132990|Todesfeier|Substantiv|die Todesfeier
133016|prasselnd|Adjektiv|prasselnd
133039|kraftbepackt|Adjektiv|kraftbepackt
133053|Bestattungskasse|Substantiv|die Bestattungskasse
133070|offn|Verb|öffnen
133111|Pscht|Interjektion|pscht
133120|Wem|Pronomen|wem
133182|schweb|Verb|schweben
133212|holde|Verb|halten
133219|Wolkenreich|Adjektiv|wolkenreich
133257|Meinte|Verb|meinen
133266|bess|Adjektiv|besser
133282|fleckenfrei|Adjektiv|fleckenfrei
133320|entgehn|Verb|entgehen
133332|losbudenmäßig|Adjektiv|losbudenmäßig
133333|eyy|Interjektion|eyy
133412|Gesangssample|Substantiv|das Gesangssample
133413|TanimullI|Substantiv|TanimullI
133415|hci|Abkürzung|hci
133416|nib|Abkürzung|nib
133417|Hcilniehcsrhaw|Abkürzung|Hcilniehcsrhaw
133418|noitalupinaM|Abkürzung|noitalupinaM
133419|elanoitomE|Abkürzung|elanoitomE
133440|gräben|Verb|graben
133454|zähln|Verb|zählen
133487|hinterlassn|Verb|hinterlassen
133494|Fin|Substantiv|das Fin
133570|mitschrien|Verb|mitschreien
133647|mainstream|Substantiv|der Mainstream
133734|Halln|Verb|hallen
133756|Act|Substantiv|der Act
133856|Interlude|Substantiv|das Interlude
133920|Strassenbande|Substantiv|die Strassenbande
133921|666|Numeral|666
133937|Slayer|Substantiv|Slayer
133966|Freddy|Substantiv|Freddy
133969|teilst|Verb|teilen
133983|abgebissen|Verb|abbeißen
133993|eingeschissen|Verb|einschissen
134055|Gucci-Shirt|Substantiv|das Gucci-Shirt
134083|Fakeaccount|Substantiv|das Fakeaccount
134094|Koksen|Verb|koksen
134101|Artig|Adjektiv|artig
134129|geilst|Adjektiv|geil
134133|unsren|Pronomen|unsren
134166|bester|Adjektiv|bester
134170|Zeigt|Verb|zeigen
134198|Stielen|Verb|stehlen
134200|Notenmaterial|Substantiv|das Notenmaterial
134205|Opuszahl|Substantiv|die Opuszahl
134209|geklaut|Verb|klauen
134241|verstaun|Verb|verstaunen
134299|vertrau|Verb|vertrauen
134317|righty-right|Adjektiv|righty-right
134322|bewirben|Verb|bewerben
134343|Willkommn|Interjektion|willkommen
134347|Gold-Card-Member|Substantiv|das Gold-Card-Member
134354|Erfolgs-plazenta|Substantiv|die Erfolgs-plazenta
134361|Dollar-Cent|Substantiv|der Dollar-Cent
134362|Bruh|Interjektion|bruh
134369|keine|Pronomen|keine
134395|cold|Adjektiv|cold
134397|ice|Substantiv|das Ice
134405|Untersteh|Verb|unterstehen
134420|überlebst|Verb|überleben
134426|Hiiih|Interjektion|hiiih
134452|Hintertüre|Substantiv|die Hintertüre
134453|Muckst|Verb|mucken
134456|rausrutschen|Verb|rausrutschen
134480|Geschenk-Kot|Substantiv|der Geschenk-Kot
134483|prank|Substantiv|der Prank
134484|bro|Substantiv|der Bro
134530|Wärst|Verb|wären
134600|Ziehn|Verb|ziehen
134640|Angestellt|Adjektiv|angestellt
134646|Firmenbetrieb|Substantiv|der Firmenbetrieb
134691|quäln|Verb|quälen
134716|wehn|Verb|wehen
134783|hinfleigen|Verb|hinfleigen
134795|Lammellengardine|Substantiv|die Lammellengardine
134796|Hilft|Verb|helfen
134812|Kämpfer-Trupp|Substantiv|der Kämpfer-Trupp
134817|Peng-Peng|Interjektion|peng-peng
134858|Tae-Bo-Fitnessclip|Substantiv|der Tae-Bo-Fitnessclip
134870|Businesstrip|Substantiv|der Businesstrip
134900|Schnäpse|Substantiv|die Schnäpse
134944|aufgestiegen|Verb|aufsteigen
134954|Filtertip|Substantiv|der Filtertip
