|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
4975|4873|der|der Spielraum|die Spielräume|Der Spielraum ist sehr begrenzt.|leeway, scope, wiggle room|leeway|The leeway is very limited.|noun|Ich habe keinen Spielraum bei der Festlegung des Preises.|I have no wiggle room in setting the price.
4976|4874|der|der Stickstoff||Der Stickstoff wurde sicher gelagert.|nitrogen|nitrogen|The nitrogen was stored safely.|noun|Stickstoff ist ein Bestandteil der Luft.|Nitrogen is a component of the air.
4977|4875|der|der Trost||Der Trost kam zu spät für ihn.|solace, comfort|solace|The solace came too late for him.|noun|Nach dem Tod meiner Großmutter suche ich Trost bei Freunden.|After my grandmother’s death, I seek solace from friends.
4978|4876|verb|zuschlagen|zuschlagen, schlägt zu, schlug zu, hat zugeschlagen|Der Hammer hat den Nagel zugeschlagen.|to strike, slam|to strike|The hammer struck the nail.|verb|Ich schlage sehr schnell zu, wenn ich wütend bin.|I strike very fast when I’m angry.
4979|4877|verb|behindern|behindern, behindert, behinderte, hat behindert|Der Schnee behinderte den Weg.|to obstruct, impede|to obstruct|The snow obstructed the way.|verb|Du fährst zu langsam und behinderst dadurch den Verkehr.|You’re driving too slowly and you’re obstructing traffic.
4980|4878|adj|beträchtlich||Sie erzielte beträchtlichen Erfolg.|considerable|considerable|She achieved considerable success.|adjective|Anton schuldet mir eine beträchtliche Menge Geld.|Anton owes me a considerable amount of money.
4981|4879|die|die Ewigkeit|die Ewigkeiten|Die Ewigkeit ist unvorstellbar lang.|eternity|eternity|Eternity is unimaginably long.|noun|Eigentlich warten wir nur fünf Minuten, aber es fühlt sich an wie eine Ewigkeit.|Actually, we’re only waiting five minutes, but it feels like an eternity.
4982|4880|die|die Größenordnung|die Größenordnungen|Die Größenordnung des Schadens war groß.|scale, size, magnitude|magnitude|The magnitude of damage was large.|noun|Der Krieg nimmt schlimme Größenordnungen an.|The war is taking on a terrible magnitude.
4983|4881|verb|hinfahren|hinfahren, fährt hin, fuhr hin, ist hingefahren|Er fährt morgen nach Berlin hin.|to go, drive there|to go|He is going to Berlin tomorrow.|verb|Ich muss zum Arzt, also fährt meine Mutter mich hin.|I have to see a doctor, so my mother drives me there.
4984|4882|die|die Metropole|die Metropolen|Die Metropole zieht viele Touristen an.|metropolis|metropolis|The metropolis attracts many tourists.|noun|New York ist eine Metropole in den USA.|New York is a metropolis in the USA.
4985|4883|adj|östlich||Der Wind kommt aus östlicher Richtung.|eastern, east|eastern|The wind is coming from the eastern direction.|adjective|Der See liegt östlich von der Stadt.|The lake is located east of the city.
4986|4884|der|der Reiter|die Reiter|Der Reiter galoppierte über das Feld.|horseman, rider|rider|The rider galloped across the field.|noun|Der Reiter fällt vom Pferd.|The horseman falls off his horse.
4987|4885|verb|spinnen|spinnen, spinnt, spann, hat gesponnen|Die Spinne spinnt ihr Netz sorgfältig.|to spin, be crazy|to spin|The spider spins its web carefully.|verb|Du spinnst, wenn du die Geschichte glaubst.|You’re crazy if you believe the story.
4988|4886|das|das Trinken||Das Trinken ist hier streng verboten.|drink, drinking|drinking|Drinking is strictly forbidden here.|noun|Ich möchte Wasser, aber das Trinken ist alle.|I want water, but I’m out of drink.
4989|4887|verb|verkehren|verkehren, verkehrt, verkehrte, hat verkehrt|Sie verkehrt mit vielen Künstlern.|to socialize, consort|to socialize|She socializes with many artists.|verb|Mein Sohn verkehrt mit schlechten Menschen.|My son socializes with bad people.
4990|4888|verb|verwundern|verwundern, verwundert, verwunderte, hat verwundert|Es verwunderte ihn, sie dort zu sehen.|to surprise, amaze, astonish|to surprise|It surprised him to see her there.|verb|Ich bin verwundert darüber, dass du das Buch nicht kennst.|I’m astonished you don’t know the book.
4991|4889|adj|zulässig||Rauchen ist hier nicht zulässig.|permitted, permissible, acceptable|permitted|Smoking is not permitted here.|adjective|Von dem Medikament darf ich nur eine zulässige Menge nehmen.|I may only take an acceptable amount of this medicine.
4992|4890|der|der Abstieg|die Abstiege|Der Abstieg dauerte mehrere Stunden.|descent|descent|The descent took several hours.|noun|Das Haus steht oben auf dem Berg und der Abstieg ins Tal dauert vier Stunden.|The house stands on top of the mountain and the descent into the valley takes four hours.
4993|4891|adj|ausgezeichnet||Ihre Leistung war ausgezeichnet.|excellent, outstanding|excellent|Her performance was excellent.|adjective|Er hat in der Schule nur ausgezeichnete Noten.|He has only excellent grades in school.
4994|4892|die|die Deutung|die Deutungen|Die Deutung des Traums fiel schwer.|interpretation|interpretation|The interpretation of the dream was difficult.|noun|Die Deutung eines Gedichts ist nicht immer klar, manchmal sind mehrere Interpretationen möglich.|The interpretation of a poem is not always clear, sometimes several interpretations are possible.
4995|4893|der|der Einstieg|die Einstiege|Der Einstieg ins Gebäude ist links.|entry|entry|The entry to the building is on the left.|noun|Ich versuche, einen Einstieg in den Beruf zu finden.|I’m trying to find an entry into the job.
4996|4894|adj|führend||Sie ist eine führende Expertin.|leading|leading|She is a leading expert.|adjective|Die USA sind führend in der Wirtschaft.|The USA is leading in the economy.
4997|4895|die|die Halbzeit|die Halbzeiten|In der Halbzeit wurde viel diskutiert.|halftime|halftime|There was much discussion during halftime.|noun|Während der Halbzeit beim Fußball reden wir über das Spiel.|During halftime at soccer, we talk about the game.
4998|4896|der|der Irrtum|die Irrtümer|Der Irrtum wurde schnell erkannt.|error, misconception|error|The error was quickly recognized.|noun|Es ist ein Irrtum, dass Mädchen kein Fußball spielen können.|It’s a misconception that girls can’t play soccer.
4999|4897|das|das Isotop|die Isotope|Das Isotop wurde genauer untersucht.|isotope|isotope|The isotope was examined more closely.|noun|Als Isotope werden verschiedene Arten von Atomen bezeichnet.|Isotopes are defined as different types of atoms.
5000|4898|das|das Kissen|die Kissen|Das Kissen lag weich auf dem Sofa.|pillow, cushion|pillow|The pillow lay softly on the sofa.|noun|Auf meinem Bett liegen viele Kissen.|There are lots of pillows on my bed.
5001|4899|der|der Römer|die Römer|Der Römer war ein geschickter Soldat.|Roman|Roman|The Roman was a skilled soldier.|noun|Die Römer bauten die ersten Straßen.|The Romans built the first roads.
5002|4900|der|der Specht|die Spechte|Der Specht klopft laut an den Baum.|woodpecker|woodpecker|The woodpecker taps loudly on the tree.|noun|Obwohl Spechte Vögel sind, fliegen sie nicht oft.|Although woodpeckers are birds, they don’t fly often.
5003|4901|die|die Übereinstimmung|die Übereinstimmungen|Die Übereinstimmung war erstaunlich.|match, agreement|agreement|The agreement was astonishing.|noun|Ich überprüfe die Übereinstimmungen zwischen meinen Antworten und den Lösungen.|I check the matches between my answers and the solutions.
5004|4902|adj|unschuldig||Der Angeklagte ist unschuldig.|innocent|innocent|The defendant is innocent.|adjective|Ich bin nicht der Täter, ich bin unschuldig.|I’m not the culprit, I’m innocent.
5005|4903|verb|veranlassen|veranlassen, veranlasst, veranlasste, hat veranlasst|Er hat die Untersuchung veranlasst.|to arrange, cause, initiate|to initiate|He initiated the investigation.|verb|Der Anwalt veranlasst die Überprüfung des Urteils.|The lawyer initiates the review of the verdict.
5006|4904|die|die Vorgehensweise|die Vorgehensweisen|Die Vorgehensweise wurde klar erklärt.|approach, procedure|procedure|The procedure was clearly explained.|noun|Sie überlegen, welche Vorgehensweise beim Lernen besser ist.|They consider which approach to learning is better.
5007|4905|die|die Affäre|die Affären|Die Affäre sorgte für Skandale.|affair|affair|The affair caused scandals.|noun|Monika erfährt, dass Tim eine Affäre mit ihrer besten Freundin hat.|Monika finds out that Tim is having an affair with her best friend.
5008|4906|adj|afghanisch||Das afghanische Gericht war köstlich.|Afghan|Afghan|The Afghan dish was delicious.|adjective|Das afghanische Volk muss viel Leid ertragen.|The Afghan people have to endure much suffering.
5009|4907|verb|ausstrahlen|ausstrahlen, strahlt aus, strahlte aus, hat ausgestrahlt|Die Sendung wurde gestern ausgestrahlt.|to radiate, broadcast|to broadcast|The show was broadcast yesterday.|verb|Max strahlt sehr viel Ruhe aus.|Max radiates a lot of calm.
5010|4908|verb|beeinträchtigen|beeinträchtigen, beeinträchtigt, beeinträchtigte, hat beeinträchtigt|Der Lärm beeinträchtigte seinen Schlaf.|to affect, impair|to affect|Noise affected his sleep.|verb|Der Lärm beeinträchtigt meine Konzentration.|The noise is impairing my concentration.
5011|4909|die|die Fluggesellschaft|die Fluggesellschaften|Die Fluggesellschaft erhöhte die Preise.|airline|airline|The airline increased the prices.|noun|Wir buchen den Flug bei einer anderen Fluggesellschaft.|We book the flight with another airline.
5012|4910|adj|gläubig||Der gläubige Mann betet täglich.|religious, devout|devout|The devout man prays daily.|adjective|Ich bin ein gläubiger Mensch und gehe jeden Sonntag in die Kirche.|I am a devout person and go to church every Sunday.
5013|4911|verb|heilen|heilen, heilt, heilte, hat geheilt|Die Ärztin heilt die kranke Patientin.|to heal, cure|to heal|The doctor heals the sick patient.|verb|Ärzte heilen Menschen.|Doctors cure people.
5014|4912|die|die Kündigung|die Kündigungen|Er hat die Kündigung gestern erhalten.|termination, cancellation, notice|termination|He received the termination notice yesterday.|noun|Mein Chef gab mir die Kündigung und ich bin jetzt arbeitslos.|My boss handed me my termination, and I’m unemployed now.
5015|4913|das|das Kupfer|die Kupfer|Das Kupfer glänzt rötlich im Licht.|copper|copper|The copper shines reddish in the light.|noun|Kupfer ist ein rotes Metall.|Copper is a red metal.
5016|4914|die|die Lesung|die Lesungen|Die Lesung des Autors war inspirierend.|reading|reading|The author’s reading was inspiring.|noun|Wir gehen zur Lesung eines neuen Autors.|We’re going to the reading of a new author.
5017|4915|das|Argentinien||Argentinien liegt in Südamerika.|Argentina|Argentina|Argentina is located in South America.|noun|Eine berühmte Oper spielt in Argentinien.|A famous opera is set in Argentina.
5018|4916|der|der Dom|die Dome|Der Dom steht im Herzen der Stadt.|cathedral|cathedral|The cathedral stands in the heart of the city.|noun|Wir sehen uns den Dom in Köln an.|We’re going to see the cathedral in Cologne.
5019|4917|adv|eigens||Er kam eigens für das Konzert.|especially, specifically|specifically|He came specifically for the concert.|adverb|Den Kuchen habe ich eigens für dich gebacken.|I baked this cake specifically for you.
5020|4918|die|die Ergänzung|die Ergänzungen|Die Ergänzung ist sehr hilfreich.|supplement, addition|supplement|The supplement is very helpful.|noun|Er sucht eine sinnvolle Ergänzung zu seinem Alltag.|He’s looking for a meaningful addition to his everyday life.
5021|4919|verb|ernten|ernten, erntet, erntete, hat geerntet|Er erntet die Früchte im Herbst.|to harvest|to harvest|He harvests the fruits in autumn.|verb|Der Bauer erntet die Kartoffeln.|The farmer harvests the potatoes.
5022|4920|die|die Jury|die Jurys|Die Jury entscheidet über den Gewinner.|jury|jury|The jury decides on the winner.|noun|In den USA trifft im Gericht eine Jury die Entscheidungen.|In the USA, a jury makes the decisions in court.
5023|4921|der|der Kumpel|die Kumpel|Er trifft sich mit seinem Kumpel.|pal|pal|He meets with his pal.|noun|Ich bin nicht in Oliver verliebt, er ist nur ein Kumpel.|I’m not in love with Oliver, he’s just a pal.
5024|4922|adj|nominal||Das ist der nominale Wert der Aktie.|nominal|nominal|That is the nominal value of the stock.|adjective|Der nominale Wert dieser Aktien ist recht gering.|The nominal value of these shares are relatively low.
5025|4923|die|die Ratte|die Ratten|Die Ratte versteckt sich im Keller.|rat|rat|The rat hides in the cellar.|noun|Ich habe Angst vor Ratten und Mäusen.|I’m afraid of rats and mice.
5026|4924|num|sechzehn||Er zählte sechzehn Stühle im Raum.|sixteen|sixteen|He counted sixteen chairs in the room.|number|Sie feiert heute ihren sechzehnten Geburtstag.|She’s celebrating her sixteenth birthday today.
5027|4925|das|das Seil|die Seile|Das Seil war stark genug für die Last.|rope|rope|The rope was strong enough for the load.|noun|Ich befestige das Boot mit einem Seil am Ufer.|I’m securing the boat to the shore with a rope.
5028|4926|der|der Tresen|die Tresen|Er lehnte sich entspannt an den Tresen.|counter|counter|He leaned back relaxed against the counter.|noun|Sie setzt sich in der Bar an den Tresen und bestellt ein Bier.|She sits down at the counter in the bar and orders a beer.
5029|4927|verb|einstufen|einstufen, stuft ein, stufte ein, hat eingestuft|Das Risiko wurde als hoch eingestuft.|to classify, rate, rank|to classify|The risk was classified as high.|verb|Mein Chef stuft mein Gehalt höher ein.|My boss is ranking my salary higher.
5030|4928|die|die Fakultät|die Fakultäten|Die Fakultät bietet viele Studiengänge.|faculty|faculty|The faculty offers many courses of study.|noun|Ich studiere an der medizinischen Fakultät der Universität.|I’m studying at the medical faculty of the university.
